observation_date,DEXNOUS
1999-01-15,7.4850
1999-01-18,
1999-01-19,7.4429
1999-01-20,7.4235
1999-01-21,7.4435
1999-01-22,7.4650
1999-01-25,7.4500
1999-01-26,7.4440
1999-01-27,7.4650
1999-01-28,7.5150
1999-01-29,7.5230
1999-02-01,7.5560
1999-02-02,7.5850
1999-02-03,7.6150
1999-02-04,7.6430
1999-02-05,7.6610
1999-02-08,7.6380
1999-02-09,7.6500
1999-02-10,7.6400
1999-02-11,7.6305
1999-02-12,7.6215
1999-02-15,
1999-02-16,7.7370
1999-02-17,7.7500
1999-02-18,7.7960
1999-02-19,7.8330
1999-02-22,7.8440
1999-02-23,7.8700
1999-02-24,7.9130
1999-02-25,7.8625
1999-02-26,7.9105
1999-03-01,7.9500
1999-03-02,7.9250
1999-03-03,7.9410
1999-03-04,7.9438
1999-03-05,7.9050
1999-03-08,7.8575
1999-03-09,7.8575
1999-03-10,7.8130
1999-03-11,7.8000
1999-03-12,7.8050
1999-03-15,7.8420
1999-03-16,7.8260
1999-03-17,7.7390
1999-03-18,7.6980
1999-03-19,7.7169
1999-03-22,7.7460
1999-03-23,7.7440
1999-03-24,7.7500
1999-03-25,7.7670
1999-03-26,7.8030
1999-03-29,7.7950
1999-03-30,7.7950
1999-03-31,7.7280
1999-04-01,7.7530
1999-04-02,7.7460
1999-04-05,7.7900
1999-04-06,7.6990
1999-04-07,7.7630
1999-04-08,7.7760
1999-04-09,7.7835
1999-04-12,7.7200
1999-04-13,7.7600
1999-04-14,7.7290
1999-04-15,7.7510
1999-04-16,7.7700
1999-04-19,7.7925
1999-04-20,7.7925
1999-04-21,7.7900
1999-04-22,7.8050
1999-04-23,7.8030
1999-04-26,7.8160
1999-04-27,7.7860
1999-04-28,7.8070
1999-04-29,7.8000
1999-04-30,7.8175
1999-05-03,7.8010
1999-05-04,7.7850
1999-05-05,7.7310
1999-05-06,7.6620
1999-05-07,7.6475
1999-05-10,7.6155
1999-05-11,7.6690
1999-05-12,7.7060
1999-05-13,7.7180
1999-05-14,7.7050
1999-05-17,7.6820
1999-05-18,7.7030
1999-05-19,7.7590
1999-05-20,7.7665
1999-05-21,7.7895
1999-05-24,7.7920
1999-05-25,7.7900
1999-05-26,7.8590
1999-05-27,7.9055
1999-05-28,7.9045
1999-05-31,
1999-06-01,7.8890
1999-06-02,7.9445
1999-06-03,7.9695
1999-06-04,7.9745
1999-06-07,7.9500
1999-06-08,7.8510
1999-06-09,7.8700
1999-06-10,7.8263
1999-06-11,7.8035
1999-06-14,7.8550
1999-06-15,7.8620
1999-06-16,7.9220
1999-06-17,7.8830
1999-06-18,7.8600
1999-06-21,7.8410
1999-06-22,7.8475
1999-06-23,7.8550
1999-06-24,7.8560
1999-06-25,7.8080
1999-06-28,7.8505
1999-06-29,7.8540
1999-06-30,7.8750
1999-07-01,7.9140
1999-07-02,7.8895
1999-07-05,
1999-07-06,7.8830
1999-07-07,7.9150
1999-07-08,7.9530
1999-07-09,7.9645
1999-07-12,7.9990
1999-07-13,8.0100
1999-07-14,7.9885
1999-07-15,7.9770
1999-07-16,7.9650
1999-07-19,7.9450
1999-07-20,7.8560
1999-07-21,7.8570
1999-07-22,7.8670
1999-07-23,7.8550
1999-07-26,7.8110
1999-07-27,7.8460
1999-07-28,7.8725
1999-07-29,7.8195
1999-07-30,7.7740
1999-08-02,7.7565
1999-08-03,7.7490
1999-08-04,7.7210
1999-08-05,7.7010
1999-08-06,7.7245
1999-08-09,7.7400
1999-08-10,7.7080
1999-08-11,7.7330
1999-08-12,7.7480
1999-08-13,7.8025
1999-08-16,7.7880
1999-08-17,7.8030
1999-08-18,7.8220
1999-08-19,7.7430
1999-08-20,7.7430
1999-08-23,7.8750
1999-08-24,7.8500
1999-08-25,7.9510
1999-08-26,7.9900
1999-08-27,7.9520
1999-08-30,7.9480
1999-08-31,7.8300
1999-09-01,7.8225
1999-09-02,7.7870
1999-09-03,7.8425
1999-09-06,
1999-09-07,7.8170
1999-09-08,7.7710
1999-09-09,7.7820
1999-09-10,7.8870
1999-09-13,7.8625
1999-09-14,7.9000
1999-09-15,7.9140
1999-09-16,7.8925
1999-09-17,7.8965
1999-09-20,7.8630
1999-09-21,7.8300
1999-09-22,7.8290
1999-09-23,7.8550
1999-09-24,7.8425
1999-09-27,7.8675
1999-09-28,7.7980
1999-09-29,7.7590
1999-09-30,7.7395
1999-10-01,7.6925
1999-10-04,7.6950
1999-10-05,7.7000
1999-10-06,7.7125
1999-10-07,7.7150
1999-10-08,7.8150
1999-10-11,
1999-10-12,7.7170
1999-10-13,7.7265
1999-10-14,7.7110
1999-10-15,7.6675
1999-10-18,7.7050
1999-10-19,7.7045
1999-10-20,7.7230
1999-10-21,7.7015
1999-10-22,7.7540
1999-10-25,7.7530
1999-10-26,7.7875
1999-10-27,7.8200
1999-10-28,7.8530
1999-10-29,7.8500
1999-11-01,7.8770
1999-11-02,7.8650
1999-11-03,7.8825
1999-11-04,7.9120
1999-11-05,7.9260
1999-11-08,7.9275
1999-11-09,7.8920
1999-11-10,7.8520
1999-11-11,
1999-11-12,7.9330
1999-11-15,7.9430
1999-11-16,7.9520
1999-11-17,7.8860
1999-11-18,7.9625
1999-11-19,7.9400
1999-11-22,7.9160
1999-11-23,7.9600
1999-11-24,8.0065
1999-11-25,
1999-11-26,8.0000
1999-11-29,8.0420
1999-11-30,8.0590
1999-12-01,8.0920
1999-12-02,8.0970
1999-12-03,8.0930
1999-12-06,7.9370
1999-12-07,7.9375
1999-12-08,7.9200
1999-12-09,7.9875
1999-12-10,7.9925
1999-12-13,8.0130
1999-12-14,8.0560
1999-12-15,8.0490
1999-12-16,7.9875
1999-12-17,7.9905
1999-12-20,8.0240
1999-12-21,7.9990
1999-12-22,7.9800
1999-12-23,7.9770
1999-12-24,8.0175
1999-12-27,7.9890
1999-12-28,8.0360
1999-12-29,8.0440
1999-12-30,8.0305
1999-12-31,8.0100
2000-01-03,7.9640
2000-01-04,7.9340
2000-01-05,7.9350
2000-01-06,7.9400
2000-01-07,7.9660
2000-01-10,8.0240
2000-01-11,7.9690
2000-01-12,7.9770
2000-01-13,7.9425
2000-01-14,7.9970
2000-01-17,
2000-01-18,8.0100
2000-01-19,8.0000
2000-01-20,7.9770
2000-01-21,7.9990
2000-01-24,8.0260
2000-01-25,8.0360
2000-01-26,8.0675
2000-01-27,8.1475
2000-01-28,8.2700
2000-01-31,8.3010
2000-02-01,8.2770
2000-02-02,8.2250
2000-02-03,8.1580
2000-02-04,8.2700
2000-02-07,8.2590
2000-02-08,8.1835
2000-02-09,8.1450
2000-02-10,8.1750
2000-02-11,8.2120
2000-02-14,8.2480
2000-02-15,8.2515
2000-02-16,8.2390
2000-02-17,8.2850
2000-02-18,8.2570
2000-02-21,
2000-02-22,8.1450
2000-02-23,8.1775
2000-02-24,8.2055
2000-02-25,8.3120
2000-02-28,8.3425
2000-02-29,8.3810
2000-03-01,8.3115
2000-03-02,8.4024
2000-03-03,8.3970
2000-03-06,8.4125
2000-03-07,8.4360
2000-03-08,8.4540
2000-03-09,8.3930
2000-03-10,8.3950
2000-03-13,8.4190
2000-03-14,8.4430
2000-03-15,8.4170
2000-03-16,8.4060
2000-03-17,8.4085
2000-03-20,8.4210
2000-03-21,8.4290
2000-03-22,8.4660
2000-03-23,8.3880
2000-03-24,8.3450
2000-03-27,8.4060
2000-03-28,8.3900
2000-03-29,8.4500
2000-03-30,8.4050
2000-03-31,8.4350
2000-04-03,8.4640
2000-04-04,8.4900
2000-04-05,8.4425
2000-04-06,8.4760
2000-04-07,8.4820
2000-04-10,8.5020
2000-04-11,8.5260
2000-04-12,8.5330
2000-04-13,8.5460
2000-04-14,8.5435
2000-04-17,8.5870
2000-04-18,8.6310
2000-04-19,8.7140
2000-04-20,8.6925
2000-04-21,8.6770
2000-04-24,8.6730
2000-04-25,8.8060
2000-04-26,8.8275
2000-04-27,8.9718
2000-04-28,8.9590
2000-05-01,8.9050
2000-05-02,8.9535
2000-05-03,9.0710
2000-05-04,9.1020
2000-05-05,9.1060
2000-05-08,9.0930
2000-05-09,9.0510
2000-05-10,9.0450
2000-05-11,9.1390
2000-05-12,9.0115
2000-05-15,8.9630
2000-05-16,9.0505
2000-05-17,9.1520
2000-05-18,9.1260
2000-05-19,9.1375
2000-05-22,9.1170
2000-05-23,9.1530
2000-05-24,9.0985
2000-05-25,9.1060
2000-05-26,8.9190
2000-05-29,
2000-05-30,8.9470
2000-05-31,8.9260
2000-06-01,8.9400
2000-06-02,8.8095
2000-06-05,8.7490
2000-06-06,8.6620
2000-06-07,8.6314
2000-06-08,8.6940
2000-06-09,8.7320
2000-06-12,8.6910
2000-06-13,8.6265
2000-06-14,8.5730
2000-06-15,8.6360
2000-06-16,8.5755
2000-06-19,8.5800
2000-06-20,8.6225
2000-06-21,8.7000
2000-06-22,8.7380
2000-06-23,8.7390
2000-06-26,8.7580
2000-06-27,8.6947
2000-06-28,8.6520
2000-06-29,8.5900
2000-06-30,8.5810
2000-07-03,8.5880
2000-07-04,
2000-07-05,8.5880
2000-07-06,8.6000
2000-07-07,8.5925
2000-07-10,8.5825
2000-07-11,8.6092
2000-07-12,8.6730
2000-07-13,8.7290
2000-07-14,8.6980
2000-07-17,8.7500
2000-07-18,8.7900
2000-07-19,8.8540
2000-07-20,8.8100
2000-07-21,8.7705
2000-07-24,8.7840
2000-07-25,8.7195
2000-07-26,8.7050
2000-07-27,8.8070
2000-07-28,8.8550
2000-07-31,8.8640
2000-08-01,8.8850
2000-08-02,8.9570
2000-08-03,9.0120
2000-08-04,8.9040
2000-08-07,8.8940
2000-08-08,8.9850
2000-08-09,8.9930
2000-08-10,8.9440
2000-08-11,8.9510
2000-08-14,8.9300
2000-08-15,8.8860
2000-08-16,8.8550
2000-08-17,8.8340
2000-08-18,8.8940
2000-08-21,8.9210
2000-08-22,8.9850
2000-08-23,9.0050
2000-08-24,8.9900
2000-08-25,8.9795
2000-08-28,8.9580
2000-08-29,9.0170
2000-08-30,9.0465
2000-08-31,9.0845
2000-09-01,9.0108
2000-09-04,
2000-09-05,9.0850
2000-09-06,9.2240
2000-09-07,9.1850
2000-09-08,9.2540
2000-09-11,9.3090
2000-09-12,9.3310
2000-09-13,9.3003
2000-09-14,9.3250
2000-09-15,9.3390
2000-09-18,9.3860
2000-09-19,9.3880
2000-09-20,9.4300
2000-09-21,9.3600
2000-09-22,9.1400
2000-09-25,9.1810
2000-09-26,9.1300
2000-09-27,9.1400
2000-09-28,9.0705
2000-09-29,9.0725
2000-10-02,9.1269
2000-10-03,9.1790
2000-10-04,9.2050
2000-10-05,9.2505
2000-10-06,9.2505
2000-10-09,
2000-10-10,9.2680
2000-10-11,9.2710
2000-10-12,9.2925
2000-10-13,9.3830
2000-10-16,9.4325
2000-10-17,9.4500
2000-10-18,9.5775
2000-10-19,9.5035
2000-10-20,9.4900
2000-10-23,9.4940
2000-10-24,9.5240
2000-10-25,9.5850
2000-10-26,9.5890
2000-10-27,9.4430
2000-10-30,9.3725
2000-10-31,9.2790
2000-11-01,9.2020
2000-11-02,9.2540
2000-11-03,9.2310
2000-11-06,9.3020
2000-11-07,9.2760
2000-11-08,9.2950
2000-11-09,9.2935
2000-11-10,9.2825
2000-11-13,9.2945
2000-11-14,9.3784
2000-11-15,9.3630
2000-11-16,9.3710
2000-11-17,9.3910
2000-11-20,9.4180
2000-11-21,9.4970
2000-11-22,9.5130
2000-11-23,
2000-11-24,9.5600
2000-11-27,9.4325
2000-11-28,9.3930
2000-11-29,9.3700
2000-11-30,9.2840
2000-12-01,9.2475
2000-12-04,9.1575
2000-12-05,9.1840
2000-12-06,9.0711
2000-12-07,9.1250
2000-12-08,9.1550
2000-12-11,9.2110
2000-12-12,9.2110
2000-12-13,9.2470
2000-12-14,9.1750
2000-12-15,9.0280
2000-12-18,9.0575
2000-12-19,9.1060
2000-12-20,8.9960
2000-12-21,8.9830
2000-12-22,8.8600
2000-12-25,
2000-12-26,8.8082
2000-12-27,8.8825
2000-12-28,8.9260
2000-12-29,8.8010
2001-01-01,
2001-01-02,8.7600
2001-01-03,8.7600
2001-01-04,8.7628
2001-01-05,8.7010
2001-01-08,8.7435
2001-01-09,8.7750
2001-01-10,8.7250
2001-01-11,8.5940
2001-01-12,8.6645
2001-01-15,
2001-01-16,8.7675
2001-01-17,8.7925
2001-01-18,8.7010
2001-01-19,8.7700
2001-01-22,8.7812
2001-01-23,8.8130
2001-01-24,8.8890
2001-01-25,8.9150
2001-01-26,8.9110
2001-01-29,8.9148
2001-01-30,8.8400
2001-01-31,8.8353
2001-02-01,8.7550
2001-02-02,8.7525
2001-02-05,8.7275
2001-02-06,8.7800
2001-02-07,8.7750
2001-02-08,8.8900
2001-02-09,8.8500
2001-02-12,8.8425
2001-02-13,8.9200
2001-02-14,8.9405
2001-02-15,9.0380
2001-02-16,8.9365
2001-02-19,
2001-02-20,9.0550
2001-02-21,9.0825
2001-02-22,9.0970
2001-02-23,9.0370
2001-02-26,9.0360
2001-02-27,9.0050
2001-02-28,8.9225
2001-03-01,8.8650
2001-03-02,8.8010
2001-03-05,8.8690
2001-03-06,8.8120
2001-03-07,8.8610
2001-03-08,8.8450
2001-03-09,8.8030
2001-03-12,8.8400
2001-03-13,8.9800
2001-03-14,8.9630
2001-03-15,9.0725
2001-03-16,9.1440
2001-03-19,9.0300
2001-03-20,9.0010
2001-03-21,9.0605
2001-03-22,9.1275
2001-03-23,9.0600
2001-03-26,9.0505
2001-03-27,9.1120
2001-03-28,9.1180
2001-03-29,9.1270
2001-03-30,9.1475
2001-04-02,9.1610
2001-04-03,9.1075
2001-04-04,9.0783
2001-04-05,9.0720
2001-04-06,9.0505
2001-04-09,9.0330
2001-04-10,9.1045
2001-04-11,9.1330
2001-04-12,9.0730
2001-04-13,9.1100
2001-04-16,9.1359
2001-04-17,9.1325
2001-04-18,9.1234
2001-04-19,9.0700
2001-04-20,9.0260
2001-04-23,9.0730
2001-04-24,9.1145
2001-04-25,9.1070
2001-04-26,9.0515
2001-04-27,9.0750
2001-04-30,9.1010
2001-05-01,9.0540
2001-05-02,9.0660
2001-05-03,9.0940
2001-05-04,9.0480
2001-05-07,9.0495
2001-05-08,9.0875
2001-05-09,9.1120
2001-05-10,9.1440
2001-05-11,9.1650
2001-05-14,9.1560
2001-05-15,9.1200
2001-05-16,9.0900
2001-05-17,9.0660
2001-05-18,9.0500
2001-05-21,9.0700
2001-05-22,9.1650
2001-05-23,9.2325
2001-05-24,9.2090
2001-05-25,9.1980
2001-05-28,
2001-05-29,9.2520
2001-05-30,9.2290
2001-05-31,9.3790
2001-06-01,9.4538
2001-06-04,9.4475
2001-06-05,9.3650
2001-06-06,9.3900
2001-06-07,9.3350
2001-06-08,9.3450
2001-06-11,9.4230
2001-06-12,9.4230
2001-06-13,9.3400
2001-06-14,9.2755
2001-06-15,9.2350
2001-06-18,9.2140
2001-06-19,9.1830
2001-06-20,9.2625
2001-06-21,9.2200
2001-06-22,9.2110
2001-06-25,9.2190
2001-06-26,9.1910
2001-06-27,9.1750
2001-06-28,9.2930
2001-06-29,9.3290
2001-07-02,9.4030
2001-07-03,9.3520
2001-07-04,
2001-07-05,9.4300
2001-07-06,9.3725
2001-07-09,9.3470
2001-07-10,9.2830
2001-07-11,9.2750
2001-07-12,9.3250
2001-07-13,9.3250
2001-07-16,9.3320
2001-07-17,9.3485
2001-07-18,9.1850
2001-07-19,9.2144
2001-07-20,9.1820
2001-07-23,9.2130
2001-07-24,9.1530
2001-07-25,9.1210
2001-07-26,9.1280
2001-07-27,9.1220
2001-07-30,9.1415
2001-07-31,9.1350
2001-08-01,9.0980
2001-08-02,9.0750
2001-08-03,9.0310
2001-08-06,9.0750
2001-08-07,9.0885
2001-08-08,9.0670
2001-08-09,8.9975
2001-08-10,8.9975
2001-08-13,9.0080
2001-08-14,8.9580
2001-08-15,8.9192
2001-08-16,8.8520
2001-08-17,8.8550
2001-08-20,8.8975
2001-08-21,8.8875
2001-08-22,8.8250
2001-08-23,8.8635
2001-08-24,8.8850
2001-08-27,8.8890
2001-08-28,8.8780
2001-08-29,8.8650
2001-08-30,8.8050
2001-08-31,8.8650
2001-09-03,
2001-09-04,8.9380
2001-09-05,8.9275
2001-09-06,8.8870
2001-09-07,8.8370
2001-09-10,8.8875
2001-09-11,
2001-09-12,8.7992
2001-09-13,8.8035
2001-09-14,8.7355
2001-09-17,8.6936
2001-09-18,8.6490
2001-09-19,8.5391
2001-09-20,8.5947
2001-09-21,8.6830
2001-09-24,8.7375
2001-09-25,8.6954
2001-09-26,8.7313
2001-09-27,8.8251
2001-09-28,8.8800
2001-10-01,8.8244
2001-10-02,8.8360
2001-10-03,8.7995
2001-10-04,8.8119
2001-10-05,8.7817
2001-10-08,
2001-10-09,8.7350
2001-10-10,8.7676
2001-10-11,8.8230
2001-10-12,8.7625
2001-10-15,8.7690
2001-10-16,8.7770
2001-10-17,8.7770
2001-10-18,8.8080
2001-10-19,8.8850
2001-10-22,8.9525
2001-10-23,8.9340
2001-10-24,8.9170
2001-10-25,8.9050
2001-10-26,8.9130
2001-10-29,8.8250
2001-10-30,8.8160
2001-10-31,8.9040
2001-11-01,8.8200
2001-11-02,8.8230
2001-11-05,8.8490
2001-11-06,8.8560
2001-11-07,8.8315
2001-11-08,8.8730
2001-11-09,8.8345
2001-11-12,
2001-11-13,8.9280
2001-11-14,8.9010
2001-11-15,8.9700
2001-11-16,8.9810
2001-11-19,9.0350
2001-11-20,8.9480
2001-11-21,8.9875
2001-11-22,
2001-11-23,9.0315
2001-11-26,9.0350
2001-11-27,9.0173
2001-11-28,8.9740
2001-11-29,8.9705
2001-11-30,8.9260
2001-12-03,8.9790
2001-12-04,8.9955
2001-12-05,9.0130
2001-12-06,8.9575
2001-12-07,8.9570
2001-12-10,9.0100
2001-12-11,8.9825
2001-12-12,8.9580
2001-12-13,8.9375
2001-12-14,8.8735
2001-12-17,8.8675
2001-12-18,8.8660
2001-12-19,8.8850
2001-12-20,8.9210
2001-12-21,8.9920
2001-12-24,9.1120
2001-12-25,
2001-12-26,9.0970
2001-12-27,9.0180
2001-12-28,9.0325
2001-12-31,8.9724
2002-01-01,
2002-01-02,8.8775
2002-01-03,8.9050
2002-01-04,8.9280
2002-01-07,8.9200
2002-01-08,8.9350
2002-01-09,8.9560
2002-01-10,8.9200
2002-01-11,8.9350
2002-01-14,8.8990
2002-01-15,8.8965
2002-01-16,8.9480
2002-01-17,8.9630
2002-01-18,8.9550
2002-01-21,
2002-01-22,8.9440
2002-01-23,8.9550
2002-01-24,8.9730
2002-01-25,9.0680
2002-01-28,9.1110
2002-01-29,9.0755
2002-01-30,9.0634
2002-01-31,9.1080
2002-02-01,9.1050
2002-02-04,9.0360
2002-02-05,9.0510
2002-02-06,9.0075
2002-02-07,9.0032
2002-02-08,8.9840
2002-02-11,8.9350
2002-02-12,8.9250
2002-02-13,8.9575
2002-02-14,8.9275
2002-02-15,8.8875
2002-02-18,
2002-02-19,8.8810
2002-02-20,8.9290
2002-02-21,8.8960
2002-02-22,8.8710
2002-02-25,8.8820
2002-02-26,8.9200
2002-02-27,8.9200
2002-02-28,8.9175
2002-03-01,8.8875
2002-03-04,8.8475
2002-03-05,8.8320
2002-03-06,8.7980
2002-03-07,8.7650
2002-03-08,8.8120
2002-03-11,8.8280
2002-03-12,8.8350
2002-03-13,8.8540
2002-03-14,8.7920
2002-03-15,8.7980
2002-03-18,8.7660
2002-03-19,8.7830
2002-03-20,8.7390
2002-03-21,8.7200
2002-03-22,8.7640
2002-03-25,8.8030
2002-03-26,8.7925
2002-03-27,8.8370
2002-03-28,8.8450
2002-03-29,8.8530
2002-04-01,8.7450
2002-04-02,8.7550
2002-04-03,8.6920
2002-04-04,8.7150
2002-04-05,8.6850
2002-04-08,8.7175
2002-04-09,8.6875
2002-04-10,8.7060
2002-04-11,8.6365
2002-04-12,8.6540
2002-04-15,8.6670
2002-04-16,8.6580
2002-04-17,8.6070
2002-04-18,8.5850
2002-04-19,8.5550
2002-04-22,8.5730
2002-04-23,8.5400
2002-04-24,8.5430
2002-04-25,8.4585
2002-04-26,8.4410
2002-04-29,8.3975
2002-04-30,8.4050
2002-05-01,8.3500
2002-05-02,8.3815
2002-05-03,8.2860
2002-05-06,8.2735
2002-05-07,8.3365
2002-05-08,8.3780
2002-05-09,8.3060
2002-05-10,8.3020
2002-05-13,8.2870
2002-05-14,8.3650
2002-05-15,8.3230
2002-05-16,8.2940
2002-05-17,8.2020
2002-05-20,8.1860
2002-05-21,8.1940
2002-05-22,8.0715
2002-05-23,8.0730
2002-05-24,8.0725
2002-05-27,
2002-05-28,7.9520
2002-05-29,7.9450
2002-05-30,7.9290
2002-05-31,8.0025
2002-06-03,7.9200
2002-06-04,7.8970
2002-06-05,7.8760
2002-06-06,7.8530
2002-06-07,7.8840
2002-06-10,7.8750
2002-06-11,7.8660
2002-06-12,7.8410
2002-06-13,7.8700
2002-06-14,7.8830
2002-06-17,7.8510
2002-06-18,7.8025
2002-06-19,7.7250
2002-06-20,7.6370
2002-06-21,7.6075
2002-06-24,7.5560
2002-06-25,7.5910
2002-06-26,7.5170
2002-06-27,7.4890
2002-06-28,7.5240
2002-07-01,7.4940
2002-07-02,7.4810
2002-07-03,7.4640
2002-07-04,
2002-07-05,7.4950
2002-07-08,7.4000
2002-07-09,7.3600
2002-07-10,7.3760
2002-07-11,7.3560
2002-07-12,7.4170
2002-07-15,7.3440
2002-07-16,7.3260
2002-07-17,7.3310
2002-07-18,7.3560
2002-07-19,7.3295
2002-07-22,7.4495
2002-07-23,7.6180
2002-07-24,7.6615
2002-07-25,7.5875
2002-07-26,7.6360
2002-07-29,7.6960
2002-07-30,7.5280
2002-07-31,7.6200
2002-08-01,7.6430
2002-08-02,7.6210
2002-08-05,7.6460
2002-08-06,7.8095
2002-08-07,7.7090
2002-08-08,7.7400
2002-08-09,7.6830
2002-08-12,7.6290
2002-08-13,7.6000
2002-08-14,7.5510
2002-08-15,7.5780
2002-08-16,7.5190
2002-08-19,7.5430
2002-08-20,7.5150
2002-08-21,7.5440
2002-08-22,7.6470
2002-08-23,7.6260
2002-08-26,7.5900
2002-08-27,7.5260
2002-08-28,7.5200
2002-08-29,7.5160
2002-08-30,7.5366
2002-09-02,
2002-09-03,7.4760
2002-09-04,7.4630
2002-09-05,7.4500
2002-09-06,7.4860
2002-09-09,7.5025
2002-09-10,7.5823
2002-09-11,7.5980
2002-09-12,7.5310
2002-09-13,7.5425
2002-09-16,7.5490
2002-09-17,7.5790
2002-09-18,7.5055
2002-09-19,7.4595
2002-09-20,7.4880
2002-09-23,7.4770
2002-09-24,7.4510
2002-09-25,7.4750
2002-09-26,7.5100
2002-09-27,7.5000
2002-09-30,7.4100
2002-10-01,7.4250
2002-10-02,7.4280
2002-10-03,7.4010
2002-10-04,7.4280
2002-10-07,7.4235
2002-10-08,7.4180
2002-10-09,7.4060
2002-10-10,7.3895
2002-10-11,7.3930
2002-10-14,
2002-10-15,7.4370
2002-10-16,7.4670
2002-10-17,7.6450
2002-10-18,7.6275
2002-10-21,7.5930
2002-10-22,7.5850
2002-10-23,7.5660
2002-10-24,7.5750
2002-10-25,7.5410
2002-10-28,7.5035
2002-10-29,7.5100
2002-10-30,7.5025
2002-10-31,7.4555
2002-11-01,7.3850
2002-11-04,7.3990
2002-11-05,7.3690
2002-11-06,7.3870
2002-11-07,7.2710
2002-11-08,7.2219
2002-11-11,
2002-11-12,7.2450
2002-11-13,7.2880
2002-11-14,7.2940
2002-11-15,7.2500
2002-11-18,7.2500
2002-11-19,7.2900
2002-11-20,7.3100
2002-11-21,7.3195
2002-11-22,7.3260
2002-11-25,7.3580
2002-11-26,7.3425
2002-11-27,7.3580
2002-11-28,
2002-11-29,7.3340
2002-12-02,7.3140
2002-12-03,7.3020
2002-12-04,7.2700
2002-12-05,7.2900
2002-12-06,7.2220
2002-12-09,7.2515
2002-12-10,7.2760
2002-12-11,7.2945
2002-12-12,7.2025
2002-12-13,7.1690
2002-12-16,7.1400
2002-12-17,7.1175
2002-12-18,7.1250
2002-12-19,7.1270
2002-12-20,7.0980
2002-12-23,7.1025
2002-12-24,7.0540
2002-12-25,
2002-12-26,7.0120
2002-12-27,7.0030
2002-12-30,6.9610
2002-12-31,6.9375
2003-01-01,
2003-01-02,7.0020
2003-01-03,6.9560
2003-01-06,6.9170
2003-01-07,6.9320
2003-01-08,6.9235
2003-01-09,6.9160
2003-01-10,6.8760
2003-01-13,6.9520
2003-01-14,6.9375
2003-01-15,6.8940
2003-01-16,6.8720
2003-01-17,6.8290
2003-01-20,
2003-01-21,6.9510
2003-01-22,6.8940
2003-01-23,6.9345
2003-01-24,6.8725
2003-01-27,6.8975
2003-01-28,6.8990
2003-01-29,6.8725
2003-01-30,6.8950
2003-01-31,6.9660
2003-02-03,6.9600
2003-02-04,6.9130
2003-02-05,6.9650
2003-02-06,6.9210
2003-02-07,6.9310
2003-02-10,6.9475
2003-02-11,6.9500
2003-02-12,6.9730
2003-02-13,6.9600
2003-02-14,6.9710
2003-02-17,
2003-02-18,7.0220
2003-02-19,7.0070
2003-02-20,6.9265
2003-02-21,7.0000
2003-02-24,7.0415
2003-02-25,7.0707
2003-02-26,7.0830
2003-02-27,7.1980
2003-02-28,7.1680
2003-03-03,7.1665
2003-03-04,7.1430
2003-03-05,7.0590
2003-03-06,7.1425
2003-03-07,7.2155
2003-03-10,7.1850
2003-03-11,7.1770
2003-03-12,7.1250
2003-03-13,7.1900
2003-03-14,7.2530
2003-03-17,7.3545
2003-03-18,7.4570
2003-03-19,7.4375
2003-03-20,7.4125
2003-03-21,7.4640
2003-03-24,7.3900
2003-03-25,7.3300
2003-03-26,7.3380
2003-03-27,7.3525
2003-03-28,7.3280
2003-03-31,7.2760
2003-04-01,7.2040
2003-04-02,7.2650
2003-04-03,7.2450
2003-04-04,7.2544
2003-04-07,7.3050
2003-04-08,7.2800
2003-04-09,7.2600
2003-04-10,7.3080
2003-04-11,7.3180
2003-04-14,7.3100
2003-04-15,7.2630
2003-04-16,7.2230
2003-04-17,7.2020
2003-04-18,7.2115
2003-04-21,7.2250
2003-04-22,7.1560
2003-04-23,7.1610
2003-04-24,7.0830
2003-04-25,7.0710
2003-04-28,7.0530
2003-04-29,7.0775
2003-04-30,6.9950
2003-05-01,6.9501
2003-05-02,7.0300
2003-05-05,6.9940
2003-05-06,6.9110
2003-05-07,6.9265
2003-05-08,6.8740
2003-05-09,6.8480
2003-05-12,6.8080
2003-05-13,6.8585
2003-05-14,6.8465
2003-05-15,6.8408
2003-05-16,6.7980
2003-05-19,6.8040
2003-05-20,6.7860
2003-05-21,6.7100
2003-05-22,6.7185
2003-05-23,6.6770
2003-05-26,
2003-05-27,6.6450
2003-05-28,6.7180
2003-05-29,6.6684
2003-05-30,6.6917
2003-06-02,6.7250
2003-06-03,6.8640
2003-06-04,6.9052
2003-06-05,6.8750
2003-06-06,6.9750
2003-06-09,6.9691
2003-06-10,7.0170
2003-06-11,7.0020
2003-06-12,6.9550
2003-06-13,6.9330
2003-06-16,6.9422
2003-06-17,6.9438
2003-06-18,6.9850
2003-06-19,6.9886
2003-06-20,7.0435
2003-06-23,7.0775
2003-06-24,7.1200
2003-06-25,7.1450
2003-06-26,7.2520
2003-06-27,7.2520
2003-06-30,7.2245
2003-07-01,7.1410
2003-07-02,7.1960
2003-07-03,7.1918
2003-07-04,
2003-07-07,7.3116
2003-07-08,7.3226
2003-07-09,7.3236
2003-07-10,7.3094
2003-07-11,7.3410
2003-07-14,7.3775
2003-07-15,7.4293
2003-07-16,7.4360
2003-07-17,7.4900
2003-07-18,7.4024
2003-07-21,7.3600
2003-07-22,7.3700
2003-07-23,7.2220
