date,801010_农林牧渔,801030_基础化工,801040_钢铁,801050_有色金属,801080_电子,801110_家用电器,801120_食品饮料,801130_纺织服饰,801140_轻工制造,801150_医药生物,801160_公用事业,801170_交通运输,801180_房地产,801200_商贸零售,801210_社会服务,801230_综合,801710_建筑材料,801720_建筑装饰,801730_电力设备,801740_国防军工,801750_计算机,801760_传媒,801770_通信,801780_银行,801790_非银金融,801880_汽车,801890_机械设备,801950_煤炭,801960_石油石化,801970_环保,801980_美容护理
2018-12-21,2268.47,2240.29,2249.62,2503.58,2036.17,5041.01,8827.56,1812.63,1914.89,5803.91,1899.3,2045.85,3545.14,2998.14,4759.68,1712.74,4300.87,2193.94,3546.72,889.72,3239.87,580.3,1875.39,3104.09,1512.31,3440.93,966.45,,,,
2018-12-24,2311.73,2258.27,2253.29,2510.26,2065.96,5051.85,8891.48,1819.39,1929.73,5916.63,1901.2,2058.41,3535.84,3020.44,4823.86,1717.58,4321.95,2188.82,3576.28,902.3,3279.88,579.29,1933.46,3097.41,1504.83,3463.73,975.83,,,,
2018-12-25,2291.89,2223.24,2195.13,2472.44,2059.59,5008.8,8873.82,1797.96,1916.59,5906.49,1882.27,2046.33,3511.13,2988.07,4807.63,1695.36,4257.12,2143.78,3533.08,894.18,3258.86,570.57,1963.03,3085.7,1486.95,3429.42,959.7,,,,
2018-12-26,2283.88,2210.47,2187.04,2463.93,2041.8,4989.35,8797.88,1806.13,1921.48,5881.83,1884.91,2043.71,3507.23,2986.0,4782.85,1711.42,4247.81,2136.9,3556.06,888.88,3236.41,572.89,1931.07,3074.51,1471.83,3428.43,957.39,,,,
2018-12-27,2253.91,2179.06,2172.34,2431.86,2011.84,4959.66,8791.81,1781.73,1889.34,5812.74,1872.0,2027.49,3470.29,2953.74,4770.25,1673.86,4180.06,2112.35,3504.83,883.24,3176.16,560.49,1926.17,3079.12,1464.76,3410.32,944.32,,,,
2018-12-28,2274.43,2176.37,2178.37,2444.61,2002.67,4955.52,8998.61,1792.37,1887.35,5840.92,1884.67,2030.54,3496.73,2978.84,4824.46,1681.36,4183.69,2134.25,3501.09,885.62,3155.42,561.18,1921.98,3108.23,1471.12,3415.07,946.28,,,,
2019-01-02,2268.97,2159.23,2141.76,2414.58,1993.09,4931.01,8934.52,1779.46,1873.83,5672.01,1864.45,2020.74,3469.66,2964.57,4735.8,1676.0,4146.99,2119.7,3485.72,894.03,3150.27,558.25,1957.07,3056.53,1455.58,3364.27,940.12,,,,
2019-01-03,2265.85,2138.25,2152.15,2440.99,1956.0,4904.65,8763.89,1764.65,1857.93,5565.26,1855.73,2015.56,3465.51,2967.03,4609.69,1656.75,4075.32,2116.42,3481.06,922.84,3133.99,555.1,1911.2,3083.57,1477.61,3332.25,938.11,,,,
2019-01-04,2318.38,2181.43,2188.38,2500.13,1997.13,5010.37,8924.36,1797.09,1895.67,5718.11,1879.77,2046.18,3555.57,3035.58,4649.36,1697.75,4164.66,2164.83,3588.49,945.04,3258.49,571.46,1946.7,3147.1,1541.9,3384.43,961.04,,,,
2019-01-07,2372.63,2214.34,2218.42,2546.37,2054.35,5031.36,9002.99,1820.8,1921.91,5756.53,1899.38,2071.21,3582.78,3072.97,4715.24,1730.73,4240.32,2192.22,3705.37,986.08,3348.51,581.21,2008.83,3140.25,1536.56,3433.44,983.53,,,,
2019-01-08,2355.36,2216.46,2211.93,2512.24,2062.76,5039.16,8969.4,1825.29,1919.97,5752.35,1910.21,2071.24,3563.8,3075.04,4745.46,1730.36,4256.56,2192.39,3702.11,967.77,3331.23,581.56,1997.78,3126.63,1531.62,3427.95,984.98,,,,
2019-01-09,2354.51,2236.19,2228.81,2512.91,2078.24,5235.68,9105.67,1834.76,1931.91,5800.17,1903.11,2080.77,3586.56,3090.36,4818.92,1736.49,4258.54,2188.51,3713.03,957.49,3329.93,582.87,2007.93,3153.35,1546.3,3487.01,983.16,,,,
2019-01-10,2356.07,2229.9,2222.38,2510.49,2079.74,5236.11,9100.27,1830.28,1928.85,5768.39,1898.05,2072.09,3557.87,3081.49,4795.48,1729.92,4267.62,2174.18,3776.58,955.39,3318.28,582.39,2029.43,3145.39,1541.09,3455.8,981.42,,,,
2019-01-11,2365.73,2244.01,2239.15,2533.05,2097.34,5266.02,9266.36,1837.36,1940.52,5774.64,1903.47,2090.02,3582.82,3106.77,4821.58,1740.89,4326.04,2190.69,3785.59,969.38,3345.65,585.95,2055.84,3172.07,1552.64,3484.0,990.59,,,,
2019-01-14,2366.05,2233.41,2266.5,2530.99,2072.17,5235.15,9141.66,1832.3,1927.81,5688.37,1895.88,2071.24,3556.1,3102.07,4713.29,1745.2,4326.97,2174.4,3761.53,960.56,3303.09,579.22,2045.8,3150.42,1538.24,3465.27,990.12,,,,
2019-01-15,2369.36,2252.69,2268.43,2547.51,2109.38,5385.39,9611.67,1851.06,1941.02,5811.6,1905.63,2087.17,3581.48,3128.83,4824.12,1754.1,4399.2,2195.07,3829.99,968.99,3377.12,585.8,2067.81,3183.88,1577.43,3492.94,1005.46,,,,
2019-01-16,2367.74,2243.83,2263.28,2526.45,2088.23,5402.9,9590.31,1851.18,1938.16,5870.53,1905.75,2086.39,3595.08,3135.75,4834.23,1735.43,4380.57,2186.43,3807.55,955.72,3389.19,587.76,2047.14,3190.45,1572.72,3499.63,1001.52,,,,
2019-01-17,2354.69,2220.82,2268.42,2520.47,2057.74,5352.84,9574.51,1837.87,1930.23,5831.93,1895.21,2075.2,3576.15,3108.63,4808.19,1731.58,4355.39,2168.77,3770.45,944.5,3334.15,584.32,2018.96,3173.9,1564.84,3468.65,993.81,,,,
2019-01-18,2397.61,2247.72,2334.66,2568.47,2077.64,5444.97,9788.89,1843.08,1946.88,5965.73,1908.94,2103.1,3614.6,3121.81,4779.9,1739.79,4424.38,2200.3,3799.3,950.92,3350.56,585.69,2011.98,3232.15,1590.47,3484.78,998.4,,,,
2019-01-21,2390.0,2273.51,2334.72,2579.64,2100.58,5487.42,9912.33,1851.84,1957.81,5993.96,1914.96,2112.97,3603.36,3146.44,4846.44,1741.16,4440.48,2204.7,3817.49,953.46,3370.05,587.24,2050.92,3238.86,1596.19,3517.22,1003.95,,,,
2019-01-22,2365.47,2256.64,2286.84,2542.07,2079.38,5405.11,9744.9,1840.29,1936.99,5892.08,1894.38,2085.91,3588.63,3103.83,4797.74,1711.32,4365.01,2178.01,3770.86,940.01,3314.07,578.71,2021.61,3212.57,1573.68,3480.59,994.26,,,,
2019-01-23,2392.99,2275.93,2280.38,2551.87,2072.75,5426.55,9719.19,1840.2,1946.41,5870.34,1895.71,2084.66,3581.28,3115.01,4779.05,1713.62,4399.73,2174.25,3786.09,941.09,3310.45,577.72,2017.86,3221.18,1566.32,3506.73,997.53,,,,
2019-01-24,2420.67,2267.57,2272.37,2538.93,2105.08,5467.77,9795.0,1847.27,1947.53,5896.12,1897.15,2088.57,3583.0,3121.75,4687.41,1709.53,4402.05,2158.1,3807.12,952.52,3366.76,582.09,2029.01,3247.76,1588.7,3513.3,999.28,,,,
2019-01-25,2402.37,2261.22,2279.22,2520.53,2115.73,5514.32,9841.13,1829.53,1956.07,5876.6,1886.17,2089.68,3608.47,3103.1,4688.73,1708.21,4428.88,2161.88,3786.06,940.24,3337.68,579.63,1997.2,3300.11,1595.71,3536.27,1001.57,,,,
2019-01-28,2411.2,2246.46,2263.51,2514.18,2112.3,5514.18,9860.96,1821.76,1949.51,5798.35,1877.64,2093.21,3597.7,3123.1,4631.29,1696.36,4438.31,2144.99,3796.74,934.25,3334.21,574.5,1976.34,3295.62,1593.54,3508.9,997.0,,,,
2019-01-29,2397.31,2225.95,2287.63,2456.82,2064.87,5577.47,9920.63,1791.2,1926.13,5769.84,1862.72,2080.4,3624.71,3118.55,4620.52,1661.67,4428.12,2131.42,3733.29,913.78,3289.08,560.84,1940.99,3318.55,1587.24,3470.65,982.47,,,,
2019-01-30,2374.53,2203.74,2275.33,2441.74,2038.32,5500.88,9764.37,1772.61,1884.0,5708.07,1838.14,2067.46,3638.63,3064.79,4511.96,1637.04,4379.95,2110.42,3708.64,914.96,3228.69,548.73,1900.69,3306.85,1571.32,3425.12,968.65,,,,
2019-01-31,2354.58,2185.52,2261.23,2394.46,2037.85,5602.83,9873.1,1752.55,1845.52,5692.64,1820.97,2052.14,3632.81,2988.26,4504.35,1609.54,4358.09,2101.67,3650.37,903.1,3183.99,539.35,1896.05,3364.49,1600.68,3396.25,953.05,,,,
2019-02-01,2397.26,2239.99,2297.38,2454.65,2116.07,5686.52,10014.66,1787.93,1888.26,5880.99,1860.27,2083.72,3675.05,3062.7,4569.66,1649.02,4451.53,2135.25,3771.78,923.6,3297.36,555.68,1944.91,3368.36,1625.31,3461.62,977.47,,,,
2019-02-11,2519.79,2286.53,2337.22,2528.1,2201.84,5854.04,10415.14,1821.9,1938.27,6020.56,1895.77,2115.56,3728.71,3128.67,4745.96,1690.35,4547.94,2168.58,3865.28,944.75,3422.39,572.35,2011.39,3367.61,1652.46,3535.74,999.53,,,,
2019-02-12,2552.59,2316.89,2349.69,2550.82,2247.86,5900.09,10399.78,1844.68,1974.06,6174.65,1915.36,2136.97,3749.28,3171.62,4781.31,1714.47,4581.3,2194.82,3894.64,951.86,3447.45,578.79,2026.83,3369.86,1658.53,3589.07,1011.35,,,,
2019-02-13,2566.04,2365.03,2385.21,2615.8,2334.35,5976.11,10564.79,1862.3,2003.51,6258.07,1937.85,2164.71,3811.9,3216.12,4900.95,1744.02,4663.18,2218.09,3940.73,972.76,3541.23,588.91,2117.78,3416.87,1700.17,3657.5,1027.61,,,,
2019-02-14,2568.85,2377.97,2381.72,2611.84,2354.02,6035.32,10720.48,1866.67,2012.75,6293.22,1939.32,2175.99,3820.61,3229.51,4983.88,1746.18,4661.7,2218.09,3995.09,973.37,3544.97,594.51,2107.33,3399.25,1696.08,3664.29,1033.68,,,,
2019-02-15,2651.03,2357.34,2348.83,2607.38,2348.15,5845.52,10528.31,1865.85,1992.79,6242.6,1945.82,2154.93,3745.15,3215.7,4891.35,1746.27,4589.06,2206.12,3971.27,967.29,3528.99,588.4,2107.66,3333.93,1656.18,3588.45,1030.74,,,,
2019-02-18,2745.71,2433.26,2402.93,2686.8,2471.36,6017.0,10832.45,1913.59,2057.15,6474.46,1993.13,2202.84,3845.94,3305.86,5037.13,1793.69,4758.23,2264.36,4111.9,1001.71,3676.32,609.83,2189.43,3397.7,1733.85,3715.5,1066.14,,,,
2019-02-19,2738.59,2435.16,2402.57,2686.72,2483.18,6019.38,10716.35,1911.3,2065.82,6431.86,1989.88,2222.46,3851.1,3291.57,5042.3,1808.7,4760.9,2261.64,4105.46,1019.64,3713.67,610.01,2184.18,3393.76,1750.37,3718.01,1064.91,,,,
2019-02-20,2798.22,2435.71,2413.66,2738.24,2488.47,6033.47,10649.8,1910.61,2086.05,6387.28,1990.13,2235.89,3898.41,3291.27,5073.31,1814.06,4792.31,2264.48,4122.63,1021.72,3679.08,612.25,2195.41,3398.43,1759.62,3741.9,1064.95,,,,
2019-02-21,2835.97,2415.45,2388.08,2735.29,2488.79,5995.92,10590.69,1897.83,2090.58,6364.87,1976.87,2228.48,3855.94,3256.49,5051.48,1807.3,4739.53,2249.51,4109.56,1013.73,3667.67,618.36,2240.0,3382.32,1762.5,3754.39,1060.79,,,,
2019-02-22,2868.31,2448.83,2417.98,2763.85,2572.61,6008.19,10665.22,1932.23,2119.56,6458.47,2003.02,2268.76,3914.74,3351.48,5106.85,1871.2,4786.4,2272.9,4205.46,1034.44,3820.57,639.23,2350.77,3429.02,1875.39,3796.77,1085.15,,,,
2019-02-25,2908.48,2565.52,2542.86,2954.69,2720.04,6322.6,11010.33,2017.86,2216.94,6730.78,2092.62,2378.55,4130.41,3531.14,5297.18,1980.13,5007.04,2388.51,4392.71,1095.48,4102.62,676.7,2478.4,3660.58,2055.16,3957.49,1142.04,,,,
2019-02-26,2990.55,2561.97,2628.12,2985.13,2687.07,6189.0,10821.03,2012.63,2192.96,6802.11,2099.13,2372.56,4100.13,3494.42,5211.05,1964.64,4978.82,2420.99,4337.85,1084.08,4116.21,679.8,2419.91,3577.63,2004.16,3940.71,1141.03,,,,
2019-02-27,2905.64,2553.25,2599.64,2949.59,2619.4,6172.36,10974.3,2022.58,2179.82,6748.26,2101.37,2371.17,4148.86,3503.14,5233.62,1984.28,4973.57,2412.33,4258.98,1104.23,4083.12,678.55,2434.03,3637.71,2003.35,3917.06,1134.69,,,,
2019-02-28,2872.05,2577.41,2600.85,2938.24,2624.15,6181.17,11117.12,2031.76,2199.41,6916.44,2097.75,2366.88,4130.16,3516.13,5296.91,1979.11,5049.88,2404.29,4273.76,1103.94,4074.93,677.75,2424.4,3622.47,1955.22,3929.55,1136.08,,,,
2019-03-01,2944.94,2600.87,2637.05,2950.46,2646.25,6293.95,11493.48,2043.9,2206.46,6937.16,2109.6,2385.57,4159.72,3537.89,5338.09,1988.97,5184.3,2425.58,4315.71,1109.62,4102.88,684.67,2441.09,3740.13,2024.54,3963.98,1151.13,,,,
2019-03-04,3103.56,2624.85,2671.16,2998.91,2702.18,6438.65,11568.07,2067.83,2252.86,7053.38,2156.34,2406.58,4284.3,3603.37,5355.54,2014.55,5270.94,2460.24,4383.62,1135.08,4222.15,697.23,2490.67,3761.97,2039.54,4004.08,1177.98,,,,
2019-03-05,3216.48,2662.8,2675.24,3050.23,2807.94,6564.36,11559.12,2109.25,2315.6,7143.12,2192.14,2424.89,4390.78,3670.22,5342.74,2095.63,5322.62,2503.7,4481.87,1168.3,4419.19,719.57,2608.63,3746.16,2040.14,4054.06,1207.81,,,,
2019-03-06,3260.96,2707.68,2790.27,3133.49,2829.47,6629.18,11463.48,2147.7,2354.78,7212.39,2235.94,2464.26,4415.09,3722.42,5362.35,2152.45,5379.2,2538.94,4541.74,1173.15,4532.12,734.86,2656.55,3763.14,2108.81,4130.57,1226.86,,,,
2019-03-07,3269.19,2718.63,2800.99,3211.57,2822.27,6506.44,11216.9,2175.29,2390.59,7202.77,2256.47,2486.03,4381.91,3768.76,5380.82,2211.49,5387.7,2552.2,4565.24,1169.79,4707.67,743.21,2680.62,3707.74,2127.08,4135.35,1236.92,,,,
2019-03-08,3294.55,2592.24,2616.99,3008.27,2798.38,6244.45,10965.12,2076.84,2268.73,6988.43,2147.11,2365.9,4158.85,3582.8,5164.12,2090.03,5139.17,2414.99,4370.78,1122.15,4620.53,706.05,2606.89,3565.81,1994.21,3951.02,1179.05,,,,
2019-03-11,3414.73,2696.41,2675.32,3089.79,2911.9,6402.27,11312.59,2148.9,2347.14,7270.66,2214.99,2447.34,4252.82,3720.68,5323.94,2180.41,5268.54,2486.41,4703.64,1163.61,4781.22,740.4,2700.19,3578.8,2010.45,4067.36,1223.36,,,,
2019-03-12,3613.08,2725.24,2695.23,3105.48,2961.63,6363.42,11268.27,2172.39,2385.98,7330.88,2254.91,2470.1,4305.09,3744.94,5354.21,2235.56,5333.84,2513.48,4805.39,1206.33,4950.14,772.92,2758.64,3591.28,2030.91,4123.1,1246.69,,,,
2019-03-13,3393.93,2685.07,2653.31,3082.56,2839.44,6325.61,11258.92,2151.83,2363.77,7276.51,2213.11,2438.89,4383.27,3680.49,5328.23,2239.4,5275.64,2489.4,4705.92,1184.62,4666.08,749.74,2618.46,3590.89,2026.87,4041.49,1224.86,,,,
2019-03-14,3200.63,2651.56,2632.99,3028.2,2761.78,6312.86,11382.09,2102.16,2303.19,7162.91,2164.61,2409.68,4293.43,3597.47,5265.54,2154.37,5280.6,2441.49,4557.97,1155.14,4466.12,720.44,2560.66,3587.14,1998.25,3982.51,1198.47,,,,
2019-03-15,3271.65,2706.07,2656.99,3067.68,2785.11,6518.4,11555.79,2151.9,2345.34,7281.53,2186.2,2446.47,4422.95,3675.1,5366.54,2208.94,5394.1,2482.96,4616.03,1153.05,4453.81,724.24,2545.24,3601.84,2025.45,4037.99,1222.28,,,,
2019-03-18,3386.57,2781.69,2765.42,3154.05,2838.46,6674.61,12262.24,2194.35,2388.61,7555.41,2231.17,2495.06,4566.72,3761.79,5516.96,2246.44,5502.0,2576.3,4671.75,1177.24,4557.27,740.64,2606.78,3666.04,2067.82,4127.93,1251.74,,,,
2019-03-19,3397.85,2784.59,2735.29,3147.03,2853.63,6643.62,12081.92,2198.36,2398.04,7509.85,2252.76,2496.04,4548.13,3770.69,5535.02,2285.67,5492.17,2564.47,4687.64,1195.43,4646.27,745.74,2609.86,3648.27,2059.72,4130.34,1253.21,,,,
2019-03-20,3313.56,2781.13,2729.07,3120.58,2811.49,6578.65,12107.13,2200.04,2397.45,7506.14,2256.48,2500.95,4581.05,3774.34,5609.04,2307.1,5575.15,2564.32,4661.68,1184.14,4633.62,747.86,2596.43,3654.84,2089.12,4135.47,1255.12,,,,
2019-03-21,3344.03,2796.33,2726.26,3158.12,2846.94,6558.1,12021.87,2221.33,2425.71,7557.71,2277.3,2513.77,4595.24,3804.2,5642.39,2362.93,5645.86,2571.17,4697.03,1191.03,4743.23,766.73,2618.83,3628.61,2103.28,4154.93,1261.23,,,,
2019-03-22,3293.21,2822.16,2719.34,3132.66,2865.67,6589.81,12150.82,2258.36,2462.71,7625.48,2290.48,2549.81,4615.75,3844.81,5797.48,2390.78,5657.28,2589.17,4674.4,1203.2,4730.74,761.34,2602.42,3618.44,2079.11,4198.56,1259.91,,,,
2019-03-25,3278.83,2805.75,2655.12,3080.46,2832.14,6475.41,11853.78,2256.83,2470.24,7495.34,2256.83,2496.32,4523.18,3790.16,5685.36,2322.68,5510.74,2551.84,4637.17,1264.25,4707.84,737.57,2588.7,3521.07,2004.87,4130.79,1251.83,,,,
2019-03-26,3264.27,2742.48,2591.59,3013.65,2745.37,6391.26,11882.34,2216.32,2434.91,7335.79,2200.18,2448.27,4435.33,3682.1,5628.25,2254.35,5455.95,2490.82,4526.4,1191.79,4610.74,713.4,2494.73,3513.23,1971.2,4038.71,1217.86,,,,
2019-03-27,3247.76,2798.68,2611.26,2997.24,2761.27,6510.28,12228.84,2258.34,2480.16,7556.37,2197.8,2487.3,4487.87,3720.38,5770.39,2246.83,5568.12,2489.3,4543.3,1179.28,4561.15,710.05,2482.25,3545.94,1991.89,4044.05,1222.73,,,,
2019-03-28,3235.3,2758.95,2564.31,2951.71,2742.59,6455.92,12378.52,2211.16,2447.24,7475.64,2176.05,2480.15,4401.97,3679.18,5788.5,2191.24,5471.11,2455.76,4499.11,1172.64,4505.05,696.42,2512.44,3524.6,1971.35,3977.69,1209.18,,,,
2019-03-29,3375.8,2825.11,2635.0,3026.6,2824.98,6660.91,12920.15,2252.39,2507.86,7679.08,2220.11,2547.82,4619.89,3803.15,5954.63,2255.46,5622.43,2524.43,4593.72,1223.09,4684.55,718.32,2561.23,3631.82,2098.67,4082.6,1242.63,,,,
2019-04-01,3554.42,2941.5,2731.67,3171.56,2934.52,6963.03,13109.55,2314.34,2613.08,7877.23,2277.16,2617.27,4776.24,3913.16,6073.66,2325.96,5843.32,2590.92,4760.99,1279.93,4932.29,746.48,2651.69,3696.48,2141.3,4208.96,1283.69,,,,
2019-04-02,3513.06,2996.91,2732.47,3234.95,2935.14,6892.98,12958.48,2317.32,2620.0,7854.59,2279.09,2613.79,4798.94,3936.12,6073.1,2342.76,5880.61,2594.82,4772.73,1297.21,4966.77,747.88,2656.09,3707.53,2146.06,4257.5,1284.42,,,,
2019-04-03,3527.27,3009.42,2772.78,3237.72,2952.05,6941.91,12931.38,2343.61,2640.38,7910.27,2293.57,2699.86,4868.49,4046.67,6133.26,2364.98,6028.11,2645.91,4776.37,1313.22,5018.38,757.34,2658.81,3735.08,2209.43,4323.15,1302.07,,,,
2019-04-04,3598.04,3080.74,2782.31,3271.0,2939.53,6996.53,13217.26,2344.76,2652.12,7935.34,2302.73,2764.48,4881.0,4044.33,6187.34,2385.57,6052.83,2654.68,4797.42,1314.66,5010.56,756.26,2653.04,3797.8,2212.59,4404.84,1306.94,,,,
2019-04-08,3590.22,3200.73,2899.25,3311.72,2860.72,6982.46,13327.07,2336.98,2645.68,7911.48,2292.71,2705.15,4839.82,4001.08,6110.74,2353.59,6252.76,2657.19,4744.0,1302.01,4889.32,743.4,2598.89,3823.96,2189.34,4393.24,1308.3,,,,
2019-04-09,3531.06,3130.62,2836.03,3251.39,2876.37,7252.29,13635.55,2350.06,2639.23,8020.89,2305.44,2696.62,4969.47,4022.79,6188.71,2354.04,6143.99,2671.35,4793.09,1299.89,4888.56,752.55,2642.37,3780.31,2192.35,4431.41,1314.01,,,,
2019-04-10,3523.21,3118.22,2799.76,3223.19,2860.87,7436.56,13888.92,2350.51,2647.0,8160.35,2304.22,2706.84,4923.22,4027.86,6158.18,2339.71,6127.7,2667.06,4783.49,1290.07,4835.07,746.14,2652.78,3769.1,2181.41,4529.33,1312.51,,,,
2019-04-11,3512.2,3022.08,2748.16,3169.78,2792.67,7177.68,13357.26,2312.16,2581.99,7923.12,2287.24,2660.95,4839.16,3942.3,6043.57,2296.07,5938.62,2606.68,4735.11,1273.75,4724.66,731.76,2584.94,3740.34,2141.13,4504.21,1287.27,,,,
2019-04-12,3578.47,3006.68,2718.53,3148.68,2799.9,7084.26,13293.25,2303.12,2562.87,7819.51,2312.29,2662.04,4795.51,3968.13,5975.47,2300.95,5898.57,2620.79,4748.83,1260.42,4740.93,733.87,2591.47,3740.82,2146.17,4485.95,1286.74,,,,
2019-04-15,3519.36,2975.5,2699.47,3121.39,2786.88,7172.43,13191.57,2283.58,2533.75,7726.54,2281.09,2663.67,4764.53,3937.78,6030.11,2282.12,5859.64,2607.67,4719.05,1255.76,4687.41,721.77,2589.83,3760.18,2139.34,4412.56,1272.69,,,,
2019-04-16,3493.5,3030.65,2743.39,3220.53,2878.2,7350.68,13487.9,2320.9,2570.8,7865.84,2311.06,2699.75,4843.92,3989.49,6132.27,2322.86,5997.61,2659.04,4786.82,1275.48,4810.55,735.56,2739.25,3913.28,2212.59,4479.24,1298.45,,,,
2019-04-17,3600.74,3067.73,2737.07,3221.41,2910.46,7341.79,13608.32,2339.64,2591.38,7895.24,2320.96,2710.51,4795.57,3989.75,6187.23,2343.95,5985.26,2653.59,4874.69,1283.27,4789.73,738.79,2737.51,3890.83,2195.39,4695.61,1309.39,,,,
2019-04-18,3580.75,3056.65,2727.99,3190.28,2893.72,7440.79,13622.61,2312.92,2580.46,7835.61,2310.99,2694.02,4743.11,3959.11,6225.78,2318.63,6007.85,2646.52,4842.99,1302.41,4737.06,735.71,2748.94,3859.51,2187.51,4609.23,1301.7,,,,
2019-04-19,3575.84,3059.82,2751.81,3205.9,2913.84,7772.08,13661.51,2314.27,2585.1,7883.96,2317.84,2707.47,4785.81,3962.71,6284.99,2335.5,6007.31,2671.97,4900.09,1300.47,4774.12,743.24,2812.28,3888.18,2233.88,4672.44,1312.74,,,,
2019-04-22,3670.43,3033.35,2703.82,3141.56,2887.84,7444.72,13564.6,2282.69,2538.16,7783.36,2299.91,2666.37,4614.72,3922.33,6249.39,2322.34,5811.27,2617.98,4844.65,1275.43,4680.24,731.37,2803.43,3777.64,2178.1,4554.72,1290.75,,,,
2019-04-23,3657.84,2985.13,2669.98,3094.82,2835.03,7362.33,13772.89,2244.32,2501.46,7736.51,2278.53,2659.0,4630.18,3873.29,6117.14,2297.28,5728.52,2554.75,4695.46,1222.38,4593.16,727.51,2712.33,3783.89,2192.23,4448.15,1267.08,,,,
2019-04-24,3745.89,3005.66,2680.67,3105.51,2898.03,7334.33,13747.0,2256.4,2519.32,7781.14,2293.16,2654.79,4617.09,3899.61,6167.23,2309.86,5761.52,2571.85,4754.99,1222.23,4712.45,726.56,2749.26,3793.22,2190.87,4509.47,1277.7,,,,
2019-04-25,3716.54,2887.2,2596.89,2991.69,2787.83,7092.62,13496.83,2178.54,2424.8,7618.27,2215.17,2584.49,4497.09,3746.19,6050.57,2206.78,5538.56,2474.01,4565.31,1172.02,4499.92,695.43,2652.58,3752.67,2134.18,4312.1,1225.16,,,,
2019-04-26,3577.3,2837.32,2518.09,2939.85,2754.49,6920.21,13467.36,2154.64,2391.02,7505.92,2169.49,2548.44,4446.4,3723.91,5938.74,2187.22,5520.28,2431.42,4474.35,1157.68,4513.31,682.38,2666.45,3690.51,2131.61,4210.84,1207.0,,,,
2019-04-29,3442.73,2759.06,2472.38,2814.16,2653.89,7015.93,13664.87,2101.06,2319.82,7499.56,2122.6,2536.07,4403.81,3699.44,5944.89,2096.57,5427.37,2380.97,4332.48,1115.38,4336.16,658.61,2542.47,3753.24,2115.53,4105.59,1174.75,,,,
2019-04-30,3572.33,2785.67,2493.94,2833.53,2668.27,7011.87,13740.6,2124.81,2339.9,7532.61,2146.88,2572.61,4436.7,3745.64,5876.63,2138.38,5462.82,2398.29,4360.27,1133.6,4341.61,663.44,2502.35,3765.75,2115.24,4161.54,1184.15,,,,
2019-05-06,3364.21,2581.85,2355.31,2637.87,2447.75,6534.35,12864.12,1989.93,2169.69,7069.43,2035.75,2394.06,4137.68,3510.4,5589.72,1990.96,5124.95,2227.33,4048.17,1049.08,3950.08,614.5,2275.19,3664.14,1952.12,3841.57,1096.47,,,,
2019-05-07,3373.81,2610.8,2368.17,2660.11,2475.7,6725.89,13121.87,2019.15,2200.08,7216.91,2053.86,2422.94,4216.43,3589.04,5617.6,2038.02,5205.69,2248.52,4088.97,1059.69,3965.99,621.6,2282.28,3658.59,1965.62,3901.33,1114.85,,,,
2019-05-08,3238.46,2590.85,2320.5,2665.32,2466.74,6655.28,13021.23,2020.79,2203.79,7172.4,2034.84,2393.98,4181.54,3570.13,5495.59,2030.11,5152.53,2235.07,4055.2,1069.14,3982.82,619.65,2269.25,3597.73,1924.08,3877.9,1109.86,,,,
2019-05-09,3279.25,2560.68,2297.5,2641.52,2443.63,6602.32,12572.77,2009.33,2168.06,6986.6,2017.89,2347.13,4105.36,3491.48,5466.66,1993.79,5106.2,2218.12,4034.53,1068.14,3971.05,614.73,2236.24,3526.75,1885.12,3837.47,1102.64,,,,
2019-05-10,3408.67,2645.46,2349.2,2712.08,2552.39,6824.23,13196.85,2062.42,2245.2,7205.13,2063.32,2436.48,4245.67,3605.92,5662.77,2053.18,5289.06,2273.84,4165.38,1116.49,4187.38,636.16,2355.75,3603.48,1984.0,3971.01,1143.01,,,,
2019-05-13,3376.09,2607.78,2312.61,2682.23,2479.06,6739.87,13211.68,2069.33,2232.52,7165.09,2047.84,2433.53,4229.27,3598.91,5625.24,2029.21,5257.69,2258.99,4110.04,1101.85,4136.13,627.18,2317.83,3550.31,1927.63,3889.15,1132.09,,,,
2019-05-14,3354.01,2591.51,2296.35,2683.82,2462.78,6694.03,13087.67,2054.55,2223.89,7093.86,2027.6,2396.67,4186.16,3539.84,5549.63,2021.78,5194.56,2238.28,4089.05,1104.07,4110.81,624.17,2327.09,3537.75,1915.89,3856.94,1124.84,,,,
2019-05-15,3438.44,2657.01,2335.15,2721.59,2506.98,6858.08,13755.88,2087.35,2279.3,7275.89,2057.21,2451.38,4258.68,3615.88,5703.31,2062.98,5320.81,2272.12,4216.99,1114.32,4185.35,635.0,2367.4,3595.39,1959.02,3937.95,1147.26,,,,
2019-05-16,3453.93,2681.97,2395.25,2824.93,2488.28,6890.61,13856.67,2095.91,2285.18,7342.02,2070.49,2471.71,4288.12,3646.89,5747.11,2079.82,5435.81,2289.34,4245.57,1130.26,4173.18,634.31,2343.29,3596.83,1962.5,3963.81,1154.83,,,,
2019-05-17,3410.5,2587.94,2317.97,2719.49,2419.77,6759.36,13499.26,2031.15,2192.06,7131.26,2006.5,2403.81,4147.64,3536.98,5573.93,2011.33,5238.75,2215.86,4082.89,1090.3,4027.83,609.01,2268.07,3550.25,1896.54,3808.1,1112.96,,,,
