Date,hs300,cyb,gold,bond
2017-10-26,1.829356,1.621886,1.036938,1.105258
2017-10-27,1.838361,1.602313,1.030465,1.103664
2017-10-30,1.830257,1.569395,1.032369,1.101463
2017-10-31,1.828906,1.577402,1.035034,1.102887
2017-11-01,1.822602,1.573843,1.032369,1.102715
2017-11-02,1.825754,1.552491,1.032749,1.102281
2017-11-03,1.820801,1.540925,1.03313,1.100151
2017-11-06,1.83701,1.560498,1.030845,1.10112
2017-11-07,1.85502,1.565836,1.035415,1.10218
2017-11-08,1.850968,1.570285,1.035796,1.103815
2017-11-09,1.864926,1.58274,1.039223,1.103674
2017-11-10,1.881585,1.601423,1.041508,1.105369
2017-11-13,1.885637,1.600534,1.037319,1.10221
2017-11-14,1.871229,1.590747,1.035415,1.100908
2017-11-15,1.857722,1.564057,1.037319,1.101423
2017-11-16,1.875281,1.570285,1.035415,1.102654
2017-11-17,1.877533,1.532918,1.038842,1.103028
2017-11-20,1.892391,1.561388,1.044174,1.102049
2017-11-21,1.929761,1.55694,1.038081,1.101574
2017-11-22,1.929311,1.551601,1.038081,1.099556
2017-11-23,1.868077,1.505338,1.038842,1.098446
2017-11-24,1.869878,1.492883,1.040366,1.099304
2017-11-27,1.839712,1.476868,1.039985,1.100626
2017-11-28,1.848267,1.496441,1.041889,1.101312
2017-11-29,1.846466,1.489324,1.04265,1.102553
2017-11-30,1.825304,1.479537,1.035796,1.102089
2017-12-01,1.826655,1.50089,1.028941,1.103401
2017-12-04,1.834309,1.491103,1.02818,1.104895
2017-12-05,1.845565,1.462633,1.028941,1.106278
2017-12-06,1.831607,1.479537,1.022848,1.098971
2017-12-07,1.810896,1.47331,1.015994,1.104683
2017-12-08,1.828456,1.490214,1.00952,1.103866
2017-12-11,1.858622,1.510676,1.010282,1.103674
2017-12-12,1.829356,1.490214,1.008759,1.103149
2017-12-13,1.842413,1.504448,1.009139,1.10326
2017-12-14,1.83656,1.494662,1.018279,1.103583
2017-12-15,1.812247,1.488434,1.017898,1.103866
2017-12-18,1.812697,1.483096,1.018279,1.104532
2017-12-19,1.83656,1.497331,1.022848,1.10543
2017-12-20,1.832508,1.477758,1.020564,1.105369
2017-12-21,1.85502,1.483986,1.01904,1.105188
2017-12-22,1.846466,1.479537,1.019802,1.105612
2017-12-25,1.837911,1.460854,1.025514,1.105894
2017-12-26,1.843314,1.462633,1.019421,1.106086
2017-12-27,1.812697,1.450178,1.024752,1.106227
2017-12-28,1.829356,1.456406,1.025133,1.102119
2017-12-29,1.835209,1.462633,1.031226,1.104017
2018-01-02,1.862224,1.481317,1.036938,1.105369
2018-01-03,1.87213,1.502669,1.040746,1.105813
2018-01-04,1.877983,1.506228,1.035415,1.106015
2018-01-05,1.885187,1.508897,1.038842,1.106106
2018-01-08,1.892841,1.513345,1.039604,1.106742
2018-01-09,1.908149,1.511566,1.041889,1.106954
2018-01-10,1.916254,1.502669,1.039223,1.106873
2018-01-11,1.913552,1.513345,1.041127,1.105884
2018-01-12,1.923908,1.49911,1.056359,1.106853
2018-01-15,1.920306,1.453737,1.059787,1.105591
2018-01-16,1.939667,1.451068,1.059025,1.105622
2018-01-17,1.933814,1.458185,1.056359,1.10548
2018-01-18,1.946421,1.455516,1.050647,1.1043
2018-01-19,1.951824,1.450178,1.047601,1.105743
2018-01-22,1.976587,1.485765,1.048743,1.106631
2018-01-23,1.975687,1.483096,1.05179,1.107045
2018-01-24,1.977037,1.524911,1.056359,1.108347
2018-01-25,1.96443,1.519573,1.060168,1.109285
2018-01-26,1.974336,1.530249,1.053694,1.109578
2018-01-29,1.936965,1.513345,1.048743,1.110133
2018-01-30,1.917154,1.50089,1.039985,1.110073
2018-01-31,1.923008,1.452847,1.041508,1.10865
2018-02-01,1.9095,1.426157,1.039223,1.108882
2018-02-02,1.921207,1.429715,1.039985,1.109407
2018-02-05,1.919406,1.418149,1.030084,1.110174
2018-02-06,1.865376,1.338968,1.038081,1.110032
2018-02-07,1.821252,1.354982,1.023991,1.110688
2018-02-08,1.806394,1.377224,1.020564,1.110608
2018-02-09,1.723098,1.336299,1.025133,1.11414
2018-02-12,1.747861,1.381673,1.025895,1.115402
2018-02-13,1.769023,1.385231,1.031226,1.115382
2018-02-14,1.784782,1.378114,1.039604,1.115462
2018-02-22,1.821702,1.405694,1.029703,1.113938
2018-02-23,1.831607,1.398577,1.032749,1.113524
2018-02-26,1.85502,1.450178,1.038462,1.113979
2018-02-27,1.828456,1.458185,1.032749,1.1152
2018-02-28,1.809995,1.468861,1.025133,1.116734
2018-03-01,1.823053,1.50089,1.023991,1.119298
2018-03-02,1.810896,1.484875,1.02818,1.120065
2018-03-05,1.806844,1.503559,1.031988,1.120256
2018-03-06,1.833859,1.506228,1.031607,1.120297
2018-03-07,1.819,1.493772,1.035415,1.119671
2018-03-08,1.837461,1.5,1.033511,1.120004
2018-03-09,1.850968,1.561388,1.02818,1.118904
2018-03-12,1.856371,1.580961,1.027799,1.118722
2018-03-13,1.83656,1.572064,1.027418,1.118419
2018-03-14,1.830257,1.548932,1.028941,1.117925
2018-03-15,1.843764,1.549822,1.027799,1.118076
2018-03-16,1.823503,1.52669,1.02361,1.11844
2018-03-19,1.833408,1.544484,1.019802,1.118813
2018-03-20,1.832508,1.565836,1.023991,1.118581
2018-03-21,1.823053,1.530249,1.024372,1.118601
2018-03-22,1.806844,1.522242,1.03313,1.118611
2018-03-23,1.753264,1.44306,1.043793,1.120811
2018-03-26,1.74516,1.488434,1.04265,1.125323
2018-03-27,1.760919,1.546263,1.041889,1.123728
2018-03-28,1.725349,1.539146,1.036177,1.123214
2018-03-29,1.756866,1.547153,1.02361,1.120398
2018-03-30,1.754165,1.593416,1.025133,1.122457
2018-04-02,1.748312,1.590747,1.026657,1.122265
2018-04-03,1.737055,1.569395,1.034273,1.123395
2018-04-04,1.732553,1.540925,1.032749,1.123678
2018-04-09,1.734804,1.545374,1.030845,1.125273
2018-04-10,1.768573,1.540925,1.031988,1.125414
2018-04-11,1.770824,1.538256,1.038081,1.125525
2018-04-12,1.752364,1.530249,1.041508,1.126221
2018-04-13,1.740207,1.531139,1.033511,1.128139
2018-04-16,1.712742,1.544484,1.0377,1.131268
2018-04-17,1.687528,1.497331,1.039223,1.13044
2018-04-18,1.69113,1.52847,1.038462,1.135386
2018-04-19,1.714993,1.525801,1.041127,1.133064
2018-04-20,1.688429,1.498221,1.036558,1.13156
2018-04-23,1.695633,1.470641,1.031226,1.131459
2018-04-24,1.731202,1.516904,1.02818,1.132943
2018-04-25,1.720846,1.525801,1.027799,1.133872
2018-04-26,1.686628,1.495552,1.028941,1.133539
2018-04-27,1.69023,1.518683,1.025133,1.134023
2018-05-02,1.695633,1.513345,1.022087,1.133175
2018-05-03,1.705538,1.535587,1.022087,1.134719
2018-05-04,1.697434,1.523132,1.023229,1.133438
2018-05-07,1.724899,1.55605,1.025895,1.133448
2018-05-08,1.747411,1.559609,1.025133,1.132438
2018-05-09,1.742458,1.55605,1.023991,1.13047
2018-05-10,1.754165,1.567616,1.024372,1.130511
2018-05-11,1.743809,1.542705,1.025514,1.131237
2018-05-14,1.759118,1.537367,1.025895,1.131298
2018-05-15,1.765871,1.562278,1.020564,1.131066
2018-05-16,1.751463,1.552491,1.010663,1.131278
2018-05-17,1.736605,1.538256,1.006093,1.130844
2018-05-18,1.755516,1.540036,1.006855,1.130874
2018-05-21,1.76407,1.563167,1.00495,1.131036
2018-05-22,1.756866,1.574733,1.007616,1.13157
2018-05-23,1.733904,1.552491,1.008759,1.13256
2018-05-24,1.719946,1.545374,1.014851,1.133377
2018-05-25,1.715894,1.516904,1.019802,1.135375
2018-05-28,1.7267,1.510676,1.015613,1.133528
2018-05-29,1.710491,1.492883,1.01904,1.132136
2018-05-30,1.678073,1.452847,1.021706,1.131792
2018-05-31,1.712292,1.467082,1.022848,1.131904
2018-06-01,1.700585,1.441281,1.020564,1.132307
2018-06-04,1.717244,1.435053,1.014851,1.133155
2018-06-05,1.731652,1.470641,1.013709,1.131954
2018-06-06,1.728501,1.467972,1.015232,1.131883
2018-06-07,1.72805,1.455516,1.014471,1.131591
2018-06-08,1.705088,1.441281,1.014471,1.131722
2018-06-11,1.70959,1.424377,1.017136,1.132872
2018-06-12,1.7267,1.440391,1.016375,1.131207
2018-06-13,1.70914,1.420819,1.015613,1.131338
2018-06-14,1.704638,1.411922,1.019421,1.131379
2018-06-15,1.701936,1.382562,1.021325,1.131974
2018-06-19,1.643404,1.30516,1.012567,1.134618
2018-06-20,1.643404,1.314947,1.00952,1.134467
2018-06-21,1.629896,1.282028,1.005712,1.133831
2018-06-22,1.6371,1.30427,1.010282,1.134598
2018-06-25,1.614138,1.294484,1.012186,1.136072
2018-06-26,1.598379,1.321174,1.011805,1.136496
2018-06-27,1.560558,1.30427,1.01409,1.13592
2018-06-28,1.551553,1.300712,1.011043,1.132812
2018-06-29,1.592526,1.355872,1.013328,1.139039
2018-07-02,1.550203,1.337189,1.015613,1.138898
2018-07-03,1.544349,1.352313,1.014851,1.138201
2018-07-04,1.52814,1.322064,1.017898,1.140493
2018-07-05,1.515534,1.291815,1.01866,1.140452
2018-07-06,1.528591,1.302491,1.020564,1.140402
2018-07-09,1.573165,1.338078,1.019421,1.139836
2018-07-10,1.577217,1.348754,1.015994,1.138888
2018-07-11,1.551103,1.323843,1.01904,1.138535
2018-07-12,1.588474,1.370107,1.015994,1.138201
2018-07-13,1.591175,1.371886,1.014851,1.139463
2018-07-16,1.584421,1.371886,1.016375,1.141472
2018-07-17,1.574516,1.372776,1.014471,1.142945
2018-07-18,1.567312,1.362989,1.00495,1.143329
2018-07-19,1.568213,1.346975,1.009139,1.144509
2018-07-20,1.598379,1.365658,1.011043,1.144025
2018-07-23,1.608735,1.370107,1.015994,1.145125
2018-07-24,1.638451,1.378114,1.015232,1.142632
2018-07-25,1.638001,1.379893,1.015994,1.142763
2018-07-26,1.616839,1.364769,1.017517,1.144631
2018-07-27,1.612787,1.350534,1.016375,1.142905
2018-07-30,1.603782,1.320285,1.017136,1.143621
2018-07-31,1.609635,1.324733,1.017898,1.144711
2018-08-01,1.573615,1.308719,1.017517,1.147658
2018-08-02,1.538496,1.281139,1.014471,1.148537
2018-08-03,1.516884,1.258007,1.01409,1.149505
2018-08-06,1.501126,1.22242,1.01409,1.150283
2018-08-07,1.542999,1.256228,1.013709,1.150939
2018-08-08,1.520486,1.228648,1.012186,1.149778
2018-08-09,1.556956,1.268683,1.012186,1.148335
2018-08-10,1.559658,1.27847,1.011424,1.147053
2018-08-13,1.552904,1.297153,1.014471,1.14564
2018-08-14,1.54615,1.286477,1.005712,1.148143
2018-08-15,1.50923,1.253559,1.004189,1.144742
2018-08-16,1.502927,1.241993,0.991622,1.144348
2018-08-17,1.479964,1.217972,0.989337,1.135577
2018-08-20,1.495723,1.216192,0.995811,1.137253
2018-08-21,1.521387,1.233986,1.000381,1.137303
2018-08-22,1.518685,1.22331,1.0,1.137838
2018-08-23,1.523188,1.234875,1.000381,1.138989
2018-08-24,1.525439,1.229537,1.000762,1.140634
2018-08-27,1.56371,1.268683,1.005712,1.14027
2018-08-28,1.559208,1.266014,1.009139,1.141865
2018-08-29,1.553354,1.255338,1.00457,1.143419
2018-08-30,1.538046,1.235765,1.005712,1.143329
2018-08-31,1.526339,1.217972,1.007616,1.145125
2018-09-03,1.523188,1.22331,1.003427,1.143621
2018-09-04,1.541648,1.232206,1.0,1.141916
2018-09-05,1.50968,1.212633,0.999238,1.143298
2018-09-06,1.496623,1.205516,1.002666,1.142844
2018-09-07,1.506529,1.209964,1.006093,1.141926
2018-09-10,1.484917,1.180605,1.002666,1.142107
2018-09-11,1.479514,1.185053,1.005331,1.139998
2018-09-12,1.469158,1.174377,1.00495,1.141825
2018-09-13,1.484917,1.179715,1.009139,1.141532
2018-09-14,1.487168,1.160142,1.011424,1.14132
2018-09-17,1.47321,1.145907,1.006093,1.14133
2018-09-18,1.501576,1.16726,1.007616,1.140997
2018-09-19,1.521837,1.177936,1.008378,1.141381
2018-09-20,1.520937,1.174377,1.00952,1.141744
2018-09-21,1.568663,1.19484,1.011805,1.143117
2018-09-25,1.552904,1.190391,1.008759,1.143096
2018-09-26,1.570014,1.202847,1.010282,1.144277
2018-09-27,1.56326,1.185943,1.006093,1.144812
2018-09-28,1.579469,1.197509,0.998858,1.14784
2018-10-08,1.504277,1.146797,1.011424,1.150585
2018-10-09,1.507429,1.141459,1.009901,1.150535
2018-10-10,1.506529,1.140569,1.009901,1.146003
2018-10-11,1.429086,1.064057,1.014851,1.14996
2018-10-12,1.455651,1.072954,1.028941,1.151262
2018-10-15,1.434489,1.058719,1.038842,1.152594
2018-10-16,1.425034,1.032028,1.038462,1.152493
2018-10-17,1.429986,1.044484,1.035415,1.153109
2018-10-18,1.398469,1.025801,1.036558,1.15543
2018-10-19,1.434039,1.057829,1.041127,1.155763
2018-10-22,1.50968,1.120996,1.039604,1.153896
2018-10-23,1.458802,1.095196,1.044935,1.154158
2018-10-24,1.461054,1.090747,1.045316,1.15437
2018-10-25,1.468258,1.081851,1.050647,1.153593
2018-10-26,1.453399,1.070285,1.049886,1.153573
2018-10-29,1.409725,1.060498,1.048363,1.153694
2018-10-30,1.426385,1.071174,1.046078,1.15328
2018-10-31,1.443044,1.081851,1.037319,1.153664
2018-11-01,1.453399,1.091637,1.039604,1.154522
2018-11-02,1.514183,1.148577,1.039985,1.152311
2018-11-05,1.494822,1.145018,1.040366,1.153926
2018-11-06,1.485367,1.144128,1.041127,1.155077
2018-11-07,1.47321,1.140569,1.041508,1.156843
2018-11-08,1.47186,1.125445,1.037319,1.158317
2018-11-09,1.453399,1.120996,1.035034,1.15766
2018-11-12,1.469608,1.161032,1.027418,1.159992
2018-11-13,1.484917,1.179715,1.023991,1.158922
2018-11-14,1.466907,1.174377,1.02361,1.161052
2018-11-15,1.486267,1.188612,1.029322,1.165008
2018-11-16,1.49077,1.185053,1.030845,1.166209
2018-11-19,1.507429,1.178826,1.033511,1.165775
2018-11-20,1.474561,1.148577,1.037319,1.163353
2018-11-21,1.475912,1.151246,1.036938,1.163999
2018-11-22,1.47186,1.143238,1.038842,1.163302
2018-11-23,1.433588,1.11032,1.039985,1.15756
2018-11-26,1.43584,1.106762,1.038462,1.157499
2018-11-27,1.434489,1.114769,1.036558,1.157832
2018-11-28,1.456101,1.136121,1.031988,1.157872
2018-11-29,1.441693,1.109431,1.039985,1.157903
2018-11-30,1.456551,1.124555,1.040366,1.158205
2018-12-03,1.494372,1.16548,1.035796,1.159063
2018-12-04,1.496623,1.169929,1.035796,1.162444
2018-12-05,1.489869,1.169929,1.0377,1.165129
2018-12-06,1.459703,1.13879,1.041508,1.167713
2018-12-07,1.456551,1.134342,1.04265,1.167249
2018-12-10,1.443044,1.124555,1.053694,1.169075
2018-12-11,1.448897,1.136121,1.052171,1.17065
2018-12-12,1.45385,1.135231,1.04722,1.170842
2018-12-13,1.478613,1.144128,1.046458,1.168944
2018-12-14,1.452949,1.11032,1.045316,1.16739
2018-12-17,1.451148,1.103203,1.045697,1.168349
2018-12-18,1.433138,1.096085,1.051409,1.169257
2018-12-19,1.41828,1.075623,1.054836,1.170721
2018-12-20,1.407924,1.08452,1.054836,1.168793
2018-12-21,1.390365,1.079181,1.061691,1.171245
2018-12-24,1.393516,1.090747,1.065499,1.171084
2018-12-25,1.384962,1.08274,1.073877,1.170589
2018-12-26,1.377308,1.077402,1.073496,1.170458
2018-12-27,1.374156,1.060498,1.069688,1.170852
2018-12-28,1.377308,1.062278,1.076161,1.176756
2019-01-02,1.358397,1.048043,1.08035,1.173466
2019-01-03,1.358397,1.035587,1.092155,1.174001
2019-01-04,1.393066,1.063167,1.086443,1.17609
2019-01-07,1.398919,1.080071,1.081874,1.17721
2019-01-08,1.398919,1.077402,1.076923,1.177049
2019-01-09,1.409275,1.076512,1.072734,1.177069
2019-01-10,1.410626,1.073843,1.075019,1.176998
2019-01-11,1.420982,1.075623,1.068165,1.176534
2019-01-14,1.408825,1.063167,1.068926,1.175515
2019-01-15,1.435389,1.081851,1.066641,1.175858
2019-01-16,1.408825,1.080071,1.067403,1.176817
2019-01-17,1.401171,1.065836,1.070069,1.177543
2019-01-18,1.425484,1.081851,1.070449,1.176857
2019-01-21,1.433138,1.087189,1.06626,1.175616
2019-01-22,1.415128,1.068505,1.06588,1.175969
2019-01-23,1.411526,1.064947,1.067022,1.175696
2019-01-24,1.422332,1.077402,1.06626,1.17607
2019-01-25,1.433138,1.080071,1.065118,1.176029
2019-01-28,1.431337,1.074733,1.075019,1.175797
2019-01-29,1.437641,1.060498,1.078827,1.176524
2019-01-30,1.428186,1.052491,1.082254,1.177372
2019-01-31,1.441693,1.048043,1.08035,1.178078
2019-02-01,1.465556,1.086299,1.086062,1.179148
2019-02-11,1.485817,1.124555,1.081493,1.180279
2019-02-12,1.496623,1.137011,1.085682,1.180955
2019-02-13,1.52769,1.157473,1.084158,1.181187
2019-02-14,1.529491,1.160142,1.082635,1.180299
2019-02-15,1.504277,1.158363,1.08949,1.18155
2019-02-18,1.547951,1.207295,1.095202,1.180248
2019-02-19,1.543899,1.197509,1.095963,1.179683
2019-02-20,1.547951,1.199288,1.10358,1.180087
2019-02-21,1.54615,1.205516,1.096725,1.179663
2019-02-22,1.587573,1.25089,1.089109,1.178906
2019-02-25,1.699685,1.327402,1.088347,1.176423
2019-02-26,1.661414,1.315836,1.087586,1.173355
2019-02-27,1.652409,1.297153,1.086443,1.176817
2019-02-28,1.649257,1.307829,1.078827,1.175252
2019-03-01,1.683026,1.33452,1.076161,1.17503
2019-03-04,1.700585,1.384342,1.060168,1.174435
2019-03-05,1.714993,1.436833,1.054836,1.17392
2019-03-06,1.7267,1.454626,1.060168,1.173173
2019-03-07,1.707789,1.442171,1.055979,1.174374
2019-03-08,1.648357,1.409253,1.06588,1.175696
2019-03-11,1.670419,1.475089,1.069307,1.174738
2019-03-12,1.681675,1.508897,1.069307,1.175111
2019-03-13,1.671769,1.439502,1.073877,1.175242
2019-03-14,1.659613,1.408363,1.071973,1.174475
2019-03-15,1.681675,1.413701,1.070449,1.174465
2019-03-18,1.733453,1.453737,1.068926,1.174334
2019-03-19,1.720846,1.452847,1.075019,1.174435
2019-03-20,1.720846,1.435053,1.073496,1.174748
2019-03-21,1.721747,1.447509,1.081112,1.174798
2019-03-22,1.723998,1.442171,1.078827,1.175656
2019-03-25,1.681225,1.421708,1.08492,1.177765
2019-03-26,1.663665,1.384342,1.085301,1.179411
2019-03-27,1.678073,1.395018,1.084539,1.178522
2019-03-28,1.67357,1.384342,1.082254,1.179612
2019-03-29,1.742008,1.44484,1.061691,1.179471
2019-04-01,1.787033,1.507117,1.061691,1.17823
2019-04-02,1.783881,1.496441,1.063214,1.178048
2019-04-03,1.807744,1.512456,1.065118,1.175373
2019-04-04,1.828906,1.513345,1.065499,1.17505
2019-04-08,1.817199,1.481317,1.070069,1.172124
2019-04-09,1.828005,1.483096,1.070449,1.172204
2019-04-10,1.830707,1.47153,1.075781,1.16851
2019-04-11,1.79919,1.440391,1.076923,1.172558
2019-04-12,1.792886,1.44484,1.06626,1.171387
2019-04-15,1.78163,1.419929,1.060548,1.169489
2019-04-16,1.83566,1.449288,1.060548,1.168601
2019-04-17,1.831157,1.460854,1.054455,1.169328
2019-04-18,1.828005,1.449288,1.047601,1.169348
2019-04-19,1.85502,1.463523,1.05179,1.170347
2019-04-22,1.808645,1.44484,1.055598,1.171044
2019-04-23,1.805493,1.432384,1.049886,1.170055
2019-04-24,1.808195,1.464413,1.048743,1.168621
2019-04-25,1.770824,1.421708,1.053694,1.169923
2019-04-26,1.746511,1.413701,1.055979,1.170842
2019-04-29,1.753264,1.378114,1.054455,1.169146
2019-04-30,1.754165,1.381673,1.057502,1.171619
2019-05-06,1.65376,1.266904,1.063595,1.17178
2019-05-07,1.669068,1.279359,1.06131,1.174233
2019-05-08,1.647456,1.262456,1.067784,1.174172
2019-05-09,1.624043,1.253559,1.068545,1.174606
2019-05-10,1.674921,1.303381,1.069307,1.174657
2019-05-13,1.644304,1.282028,1.076161,1.175666
2019-05-14,1.6362,1.273132,1.088347,1.174677
2019-05-15,1.671319,1.300712,1.083016,1.174627
2019-05-16,1.679424,1.30605,1.088347,1.17502
2019-05-17,1.641603,1.259786,1.086824,1.176655
2019-05-20,1.623593,1.251779,1.079589,1.176585
2019-05-21,1.643854,1.272242,1.079208,1.175666
2019-05-22,1.639802,1.269573,1.079208,1.175394
2019-05-23,1.613688,1.238434,1.081874,1.176574
2019-05-24,1.616389,1.231317,1.087586,1.177442
2019-05-27,1.63575,1.270463,1.088347,1.175353
2019-05-28,1.643404,1.274021,1.086824,1.176948
2019-05-29,1.644304,1.274021,1.08949,1.177796
2019-05-30,1.643404,1.265125,1.084158,1.179047
2019-05-31,1.635299,1.267794,1.095963,1.18042
2019-06-03,1.638901,1.255338,1.109673,1.180824
2019-06-04,1.624043,1.245552,1.121097,1.180874
2019-06-05,1.620441,1.239324,1.128332,1.181429
2019-06-06,1.606484,1.212633,1.127951,1.180783
2019-06-10,1.627195,1.224199,1.124524,1.180137
2019-06-11,1.678073,1.272242,1.118431,1.178159
2019-06-12,1.665466,1.256228,1.131759,1.178785
2019-06-13,1.662314,1.265125,1.133663,1.178785
2019-06-14,1.652409,1.242883,1.1508,1.180299
2019-06-17,1.65376,1.236655,1.135948,1.180894
2019-06-18,1.657362,1.245552,1.143945,1.181157
2019-06-19,1.681675,1.260676,1.138233,1.18148
2019-06-20,1.730302,1.282918,1.162986,1.181772
2019-06-21,1.733453,1.310498,1.172506,1.182913
2019-06-24,1.736155,1.298932,1.180883,1.182449
2019-06-25,1.718595,1.282918,1.205636,1.182771
2019-06-26,1.719045,1.288256,1.183549,1.18263
2019-06-27,1.737956,1.30694,1.180503,1.182348
2019-06-28,1.737506,1.296263,1.18393,1.182509
2019-07-01,1.780279,1.344306,1.155369,1.182721
2019-07-02,1.782981,1.344306,1.167555,1.184084
2019-07-03,1.768122,1.323843,1.200305,1.187919
2019-07-04,1.756416,1.313167,1.187738,1.186415
2019-07-05,1.765421,1.327402,1.190023,1.186183
2019-07-08,1.724899,1.290036,1.18393,1.186042
2019-07-09,1.720846,1.300712,1.173267,1.186718
2019-07-10,1.721297,1.295374,1.172506,1.186021
2019-07-11,1.721747,1.297153,1.192688,1.186052
2019-07-12,1.735705,1.303381,1.184692,1.186042
2019-07-15,1.742008,1.324733,1.189261,1.186445
2019-07-16,1.734804,1.324733,1.188119,1.186476
2019-07-17,1.732103,1.327402,1.181645,1.186465
2019-07-18,1.720846,1.307829,1.193831,1.18694
2019-07-19,1.738856,1.322064,1.209825,1.187293
2019-07-22,1.725349,1.299822,1.200685,1.187344
2019-07-23,1.729401,1.317616,1.191927,1.187747
2019-07-24,1.743359,1.33274,1.196877,1.187626
2019-07-25,1.759118,1.339858,1.198401,1.187333
2019-07-26,1.761369,1.339858,1.19345,1.187535
2019-07-29,1.758667,1.342527,1.195354,1.187394
2019-07-30,1.766772,1.354093,1.200305,1.187333
2019-07-31,1.754165,1.345196,1.204874,1.187828
2019-08-01,1.737956,1.348754,1.185072,1.188494
2019-08-02,1.711391,1.335409,1.21249,1.190351
2019-08-05,1.681675,1.310498,1.252475,1.193884
2019-08-06,1.664115,1.290925,1.255141,1.195943
2019-08-07,1.653309,1.287367,1.280655,1.192289
2019-08-08,1.677623,1.30605,1.289414,1.19243
2019-08-09,1.664566,1.290036,1.295887,1.195266
2019-08-12,1.69113,1.322064,1.28789,1.197416
2019-08-13,1.676722,1.307829,1.319497,1.197305
2019-08-14,1.683026,1.314057,1.285605,1.196104
2019-08-15,1.689779,1.33274,1.300076,1.196266
2019-08-16,1.696983,1.345196,1.30198,1.195277
2019-08-19,1.737506,1.395018,1.295506,1.193298
2019-08-20,1.730302,1.381673,1.290175,1.193177
2019-08-21,1.729851,1.378114,1.291318,1.193631
2019-08-22,1.733453,1.382562,1.295126,1.193308
2019-08-23,1.74561,1.383452,1.293983,1.191229
2019-08-26,1.726249,1.370107,1.340442,1.193561
2019-08-27,1.744259,1.394128,1.341203,1.193177
2019-08-28,1.738856,1.392349,1.341965,1.193379
2019-08-29,1.733904,1.386121,1.357578,1.193682
2019-08-30,1.738406,1.378114,1.335872,1.192885
2019-09-02,1.757767,1.41637,1.331302,1.192461
2019-09-03,1.759568,1.419039,1.337014,1.191431
2019-09-04,1.78163,1.429715,1.341965,1.191472
2019-09-05,1.798289,1.447509,1.347677,1.192572
2019-09-06,1.810446,1.451068,1.305788,1.196417
2019-09-09,1.81765,1.485765,1.310739,1.195307
2019-09-10,1.812697,1.477758,1.290556,1.194812
2019-09-11,1.79964,1.457295,1.296268,1.194197
2019-09-12,1.8181,1.464413,1.296268,1.192965
2019-09-16,1.811796,1.467972,1.297411,1.192814
2019-09-17,1.778928,1.439502,1.29246,1.193298
2019-09-18,1.786583,1.438612,1.297411,1.192834
2019-09-19,1.795137,1.460854,1.295126,1.193076
2019-09-20,1.797839,1.457295,1.299315,1.193662
2019-09-23,1.78208,1.441281,1.310358,1.194277
2019-09-24,1.783431,1.449288,1.317593,1.193783
2019-09-25,1.771274,1.433274,1.325209,1.193803
2019-09-26,1.759118,1.38879,1.307692,1.19352
2019-09-27,1.76317,1.411922,1.296268,1.192582
2019-09-30,1.742008,1.396797,1.293222,1.194984
2019-10-08,1.753264,1.384342,1.290937,1.194499
2019-10-09,1.758217,1.38879,1.309977,1.19564
2019-10-10,1.770824,1.427046,1.303123,1.194681
2019-10-11,1.792436,1.428826,1.296649,1.194025
2019-10-14,1.805493,1.438612,1.277989,1.193591
2019-10-15,1.79964,1.420819,1.280655,1.193894
2019-10-16,1.793336,1.41637,1.275704,1.193783
2019-10-17,1.796038,1.419039,1.284844,1.194298
2019-10-18,1.769923,1.413701,1.283701,1.193541
2019-10-21,1.773976,1.410142,1.28294,1.191138
2019-10-22,1.780729,1.428826,1.277989,1.192077
2019-10-23,1.771274,1.413701,1.283701,1.192481
2019-10-24,1.773525,1.41726,1.281036,1.192642
2019-10-25,1.784331,1.437722,1.293983,1.193127
2019-10-28,1.794687,1.464413,1.292841,1.191229
2019-10-29,1.788834,1.44484,1.279513,1.190553
2019-10-30,1.777127,1.440391,1.277989,1.190069
2019-10-31,1.776227,1.430605,1.280655,1.190553
2019-11-01,1.812697,1.44573,1.289794,1.191169
2019-11-04,1.81855,1.453737,1.288271,1.190513
2019-11-05,1.828906,1.467082,1.280274,1.191562
2019-11-06,1.821252,1.457295,1.261615,1.193086
2019-11-07,1.823503,1.468861,1.268469,1.192279
2019-11-08,1.816299,1.463523,1.244859,1.191754
2019-11-11,1.786132,1.432384,1.243717,1.193268
2019-11-12,1.783881,1.433274,1.23115,1.193682
2019-11-13,1.78253,1.441281,1.244097,1.193813
2019-11-14,1.783881,1.450178,1.247525,1.193208
2019-11-15,1.775326,1.435943,1.244478,1.194197
2019-11-18,1.787933,1.442171,1.244859,1.197396
2019-11-19,1.805943,1.482206,1.252856,1.197971
2019-11-20,1.787483,1.47242,1.257045,1.197325
2019-11-21,1.778478,1.467972,1.254379,1.198052
2019-11-22,1.759568,1.435943,1.251714,1.197749
2019-11-25,1.772175,1.422598,1.242955,1.19671
2019-11-26,1.774876,1.430605,1.242574,1.196609
2019-11-27,1.772175,1.433274,1.244478,1.197002
2019-11-28,1.769473,1.433274,1.241813,1.196972
2019-11-29,1.750113,1.423488,1.243336,1.198779
2019-12-02,1.753715,1.428826,1.244859,1.200384
2019-12-03,1.760919,1.435053,1.247906,1.201252
2019-12-04,1.761819,1.434164,1.270754,1.20106
2019-12-05,1.774876,1.466192,1.264661,1.200858
2019-12-06,1.785682,1.478648,1.255522,1.200646
2019-12-09,1.779829,1.47331,1.247144,1.19892
