code,date,score,year,tier,cluster
603119,2026-04-21,3,2026,ge3,td60
603119,2024-11-13,4,2024,ge4,td60
603119,2025-02-14,4,2025,ge4,td60
603119,2025-07-23,4,2025,ge4,td60
603119,2026-01-05,4,2026,ge4,td60
603119,2026-05-12,4,2026,ge4,td60
603878,2024-11-20,3,2024,ge3,td60
603878,2025-03-20,3,2025,ge3,td60
603878,2025-07-02,3,2025,ge3,td60
603878,2025-09-24,4,2025,ge3,td60
603878,2026-02-25,3,2026,ge3,td60
603878,2024-11-21,5,2024,ge4,td60
603878,2025-03-21,4,2025,ge4,td60
603878,2025-09-16,5,2025,ge4,td60
603878,2026-02-27,4,2026,ge4,td60
000592,2024-11-12,3,2024,ge3,td60
000592,2025-03-14,4,2025,ge3,td60
000592,2025-06-25,3,2025,ge3,td60
000592,2025-09-17,4,2025,ge3,td60
000592,2025-12-23,4,2025,ge3,td60
000592,2026-08-10,3,2026,ge3,td60
000592,2024-11-13,4,2024,ge4,td60
000592,2025-03-14,4,2025,ge4,td60
000592,2025-08-28,4,2025,ge4,td60
000592,2025-12-03,4,2025,ge4,td60
603381,2025-04-01,3,2025,ge3,td60
603381,2025-07-08,3,2025,ge3,td60
603381,2026-01-27,3,2026,ge3,td60
603381,2026-05-07,3,2026,ge3,td60
603381,2025-08-26,4,2025,ge4,td60
603381,2026-02-06,5,2026,ge4,td60
688084,2024-11-08,3,2024,ge3,td60
688084,2025-02-14,3,2025,ge3,td60
688084,2025-05-15,4,2025,ge3,td60
688084,2025-08-13,3,2025,ge3,td60
688084,2026-01-08,3,2026,ge3,td60
688084,2026-05-07,3,2026,ge3,td60
688084,2024-11-13,4,2024,ge4,td60
688084,2025-02-19,5,2025,ge4,td60
688084,2025-05-20,4,2025,ge4,td60
688084,2025-10-13,6,2025,ge4,td60
688084,2026-01-13,4,2026,ge4,td60
688326,2024-11-13,4,2024,ge3,td60
688326,2025-02-14,5,2025,ge3,td60
688326,2025-05-21,3,2025,ge3,td60
688326,2025-08-14,4,2025,ge3,td60
688326,2025-12-19,4,2025,ge3,td60
688326,2024-11-13,4,2024,ge4,td60
688326,2025-02-14,5,2025,ge4,td60
688326,2025-05-27,4,2025,ge4,td60
688326,2025-08-20,5,2025,ge4,td60
688326,2025-12-19,4,2025,ge4,td60
688280,2024-11-13,4,2024,ge3,td60
688280,2025-02-14,4,2025,ge3,td60
688280,2025-05-16,5,2025,ge3,td60
688280,2025-08-11,4,2025,ge3,td60
688280,2025-11-11,5,2025,ge3,td60
688280,2026-02-12,3,2026,ge3,td60
688280,2026-08-05,4,2026,ge3,td60
688280,2024-11-13,4,2024,ge4,td60
688280,2025-02-14,4,2025,ge4,td60
688280,2025-05-16,5,2025,ge4,td60
688280,2025-08-11,4,2025,ge4,td60
688280,2025-11-11,5,2025,ge4,td60
688280,2026-02-13,4,2026,ge4,td60
688280,2026-08-05,4,2026,ge4,td60
002792,2024-11-13,3,2024,ge3,td60
002792,2025-02-21,3,2025,ge3,td60
002792,2025-07-31,3,2025,ge3,td60
002792,2025-11-05,3,2025,ge3,td60
002792,2026-04-17,5,2026,ge3,td60
002792,2026-08-10,4,2026,ge3,td60
002792,2024-11-14,4,2024,ge4,td60
002792,2025-08-05,4,2025,ge4,td60
002792,2025-11-10,4,2025,ge4,td60
002792,2026-04-17,5,2026,ge4,td60
002792,2026-08-10,4,2026,ge4,td60
603730,2025-05-19,3,2025,ge3,td60
603730,2025-08-22,3,2025,ge3,td60
603730,2025-11-24,3,2025,ge3,td60
603730,2026-04-16,3,2026,ge3,td60
603730,2025-10-14,5,2025,ge4,td60
603730,2026-01-15,5,2026,ge4,td60
603730,2026-04-27,4,2026,ge4,td60
300342,2024-11-13,4,2024,ge3,td60
300342,2025-02-20,3,2025,ge3,td60
300342,2025-06-16,3,2025,ge3,td60
300342,2025-12-15,4,2025,ge3,td60
300342,2026-04-01,3,2026,ge3,td60
300342,2024-11-13,4,2024,ge4,td60
300342,2025-05-12,5,2025,ge4,td60
300342,2025-08-07,4,2025,ge4,td60
300342,2025-12-15,4,2025,ge4,td60
300342,2026-04-02,4,2026,ge4,td60
002785,2024-11-06,3,2024,ge3,td60
002785,2025-05-13,3,2025,ge3,td60
002785,2025-08-12,3,2025,ge3,td60
002785,2025-11-14,4,2025,ge3,td60
002785,2026-02-10,4,2026,ge3,td60
002785,2026-05-19,4,2026,ge3,td60
002785,2024-11-13,5,2024,ge4,td60
002785,2025-05-22,4,2025,ge4,td60
002785,2025-10-14,4,2025,ge4,td60
002785,2026-01-20,4,2026,ge4,td60
002785,2026-04-27,4,2026,ge4,td60
600831,2024-11-13,5,2024,ge3,td60
600831,2025-02-19,3,2025,ge3,td60
600831,2025-05-20,5,2025,ge3,td60
600831,2025-08-13,4,2025,ge3,td60
600831,2026-02-25,3,2026,ge3,td60
600831,2026-08-10,3,2026,ge3,td60
600831,2024-11-13,5,2024,ge4,td60
600831,2025-03-18,4,2025,ge4,td60
600831,2025-06-18,4,2025,ge4,td60
600831,2025-09-10,5,2025,ge4,td60
600831,2026-05-20,5,2026,ge4,td60
688122,2024-11-08,3,2024,ge3,td60
688122,2025-03-04,3,2025,ge3,td60
688122,2025-07-24,3,2025,ge3,td60
688122,2025-10-24,5,2025,ge3,td60
688122,2026-01-20,4,2026,ge3,td60
688122,2025-03-10,4,2025,ge4,td60
688122,2025-08-06,4,2025,ge4,td60
688122,2026-01-13,4,2026,ge4,td60
603137,2024-12-11,3,2024,ge3,td60
603137,2025-03-20,3,2025,ge3,td60
603137,2025-07-07,3,2025,ge3,td60
603137,2026-07-02,3,2026,ge3,td60
603137,2024-12-13,4,2024,ge4,td60
603137,2025-03-26,4,2025,ge4,td60
603137,2025-07-10,5,2025,ge4,td60
603137,2026-07-16,4,2026,ge4,td60
688330,2024-11-13,5,2024,ge3,td60
688330,2025-02-21,3,2025,ge3,td60
688330,2025-07-25,3,2025,ge3,td60
688330,2025-10-27,5,2025,ge3,td60
688330,2026-01-21,4,2026,ge3,td60
688330,2024-11-13,5,2024,ge4,td60
688330,2025-03-12,4,2025,ge4,td60
688330,2025-08-01,4,2025,ge4,td60
688330,2026-01-15,4,2026,ge4,td60
603609,2024-11-07,3,2024,ge3,td60
603609,2025-04-09,4,2025,ge3,td60
603609,2025-07-24,3,2025,ge3,td60
603609,2026-07-14,3,2026,ge3,td60
603609,2024-11-13,4,2024,ge4,td60
603609,2025-04-09,4,2025,ge4,td60
603609,2026-07-15,4,2026,ge4,td60
300604,2024-11-13,4,2024,ge3,td60
300604,2025-08-22,3,2025,ge3,td60
300604,2025-12-11,4,2025,ge3,td60
300604,2026-04-10,3,2026,ge3,td60
300604,2026-07-09,4,2026,ge3,td60
300604,2024-11-13,4,2024,ge4,td60
300604,2025-08-25,4,2025,ge4,td60
300604,2025-12-11,4,2025,ge4,td60
300604,2026-04-20,5,2026,ge4,td60
002958,2024-11-13,3,2024,ge3,td60
002958,2025-05-13,4,2025,ge3,td60
002958,2026-07-29,3,2026,ge3,td60
002958,2024-11-18,4,2024,ge4,td60
002958,2025-05-13,4,2025,ge4,td60
002958,2026-07-31,4,2026,ge4,td60
688115,2024-11-07,3,2024,ge3,td60
688115,2025-03-14,4,2025,ge3,td60
688115,2025-06-24,4,2025,ge3,td60
688115,2025-10-27,4,2025,ge3,td60
688115,2026-04-21,4,2026,ge3,td60
688115,2024-11-13,5,2024,ge4,td60
688115,2025-03-14,4,2025,ge4,td60
688115,2025-06-24,4,2025,ge4,td60
688115,2025-10-27,4,2025,ge4,td60
688115,2026-04-21,4,2026,ge4,td60
600300,2024-11-13,4,2024,ge3,td60
600300,2025-02-17,3,2025,ge3,td60
600300,2025-11-10,5,2025,ge3,td60
600300,2026-07-20,3,2026,ge3,td60
600300,2024-11-13,4,2024,ge4,td60
600300,2025-04-11,4,2025,ge4,td60
600300,2025-11-10,5,2025,ge4,td60
688257,2024-12-24,3,2024,ge3,td60
688257,2025-05-08,3,2025,ge3,td60
688257,2025-08-01,4,2025,ge3,td60
688257,2025-11-03,4,2025,ge3,td60
688257,2026-01-28,5,2026,ge3,td60
688257,2026-05-06,5,2026,ge3,td60
688257,2025-02-24,4,2025,ge4,td60
688257,2025-07-23,4,2025,ge4,td60
688257,2025-10-23,5,2025,ge4,td60
688257,2026-01-22,4,2026,ge4,td60
688257,2026-04-27,4,2026,ge4,td60
600168,2024-11-11,3,2024,ge3,td60
600168,2025-03-07,3,2025,ge3,td60
600168,2025-08-15,3,2025,ge3,td60
600168,2025-11-20,3,2025,ge3,td60
600168,2026-03-18,3,2026,ge3,td60
600168,2024-11-13,4,2024,ge4,td60
600168,2025-03-11,5,2025,ge4,td60
600168,2026-01-30,4,2026,ge4,td60
002962,2024-11-13,5,2024,ge3,td60
002962,2025-02-20,3,2025,ge3,td60
002962,2025-06-25,3,2025,ge3,td60
002962,2026-01-27,3,2026,ge3,td60
002962,2026-04-30,4,2026,ge3,td60
002962,2024-11-13,5,2024,ge4,td60
002962,2026-04-15,4,2026,ge4,td60
605100,2024-11-13,3,2024,ge3,td60
605100,2025-03-03,4,2025,ge3,td60
605100,2025-07-21,3,2025,ge3,td60
605100,2025-10-21,3,2025,ge3,td60
605100,2026-01-15,4,2026,ge3,td60
605100,2026-04-20,3,2026,ge3,td60
605100,2024-11-20,4,2024,ge4,td60
605100,2025-03-03,4,2025,ge4,td60
605100,2025-08-15,4,2025,ge4,td60
605100,2025-11-17,5,2025,ge4,td60
605100,2026-04-24,4,2026,ge4,td60
600561,2024-11-12,3,2024,ge3,td60
600561,2025-02-17,3,2025,ge3,td60
600561,2025-05-20,3,2025,ge3,td60
600561,2025-10-24,3,2025,ge3,td60
600561,2026-02-04,4,2026,ge3,td60
600561,2026-08-06,3,2026,ge3,td60
600561,2024-11-13,4,2024,ge4,td60
600561,2025-06-04,4,2025,ge4,td60
600561,2025-10-27,5,2025,ge4,td60
600561,2026-02-04,4,2026,ge4,td60
600561,2026-08-11,4,2026,ge4,td60
000061,2024-11-12,3,2024,ge3,td60
000061,2025-04-08,4,2025,ge3,td60
000061,2025-08-25,3,2025,ge3,td60
000061,2025-11-25,4,2025,ge3,td60
000061,2024-11-13,4,2024,ge4,td60
000061,2025-04-08,4,2025,ge4,td60
000061,2025-09-01,4,2025,ge4,td60
000061,2025-12-02,4,2025,ge4,td60
001965,2024-12-18,3,2024,ge3,td60
001965,2025-10-27,3,2025,ge3,td60
001965,2026-05-21,3,2026,ge3,td60
001965,2024-12-19,4,2024,ge4,td60
001965,2026-07-28,4,2026,ge4,td60
301095,2024-11-08,3,2024,ge3,td60
301095,2025-02-12,3,2025,ge3,td60
301095,2025-05-29,3,2025,ge3,td60
301095,2025-08-22,5,2025,ge3,td60
301095,2026-01-09,4,2026,ge3,td60
301095,2026-04-14,4,2026,ge3,td60
301095,2024-11-13,4,2024,ge4,td60
301095,2025-02-26,4,2025,ge4,td60
301095,2025-06-04,4,2025,ge4,td60
301095,2025-08-28,5,2025,ge4,td60
301095,2026-01-09,4,2026,ge4,td60
301095,2026-04-14,4,2026,ge4,td60
605020,2024-11-13,5,2024,ge3,td60
605020,2025-02-18,3,2025,ge3,td60
605020,2025-07-01,4,2025,ge3,td60
605020,2025-10-10,3,2025,ge3,td60
605020,2026-01-19,3,2026,ge3,td60
605020,2026-04-24,3,2026,ge3,td60
605020,2024-11-13,5,2024,ge4,td60
605020,2025-03-14,4,2025,ge4,td60
605020,2025-07-01,4,2025,ge4,td60
605020,2026-04-29,4,2026,ge4,td60
600460,2024-11-13,4,2024,ge3,td60
600460,2025-05-08,3,2025,ge3,td60
600460,2025-08-01,3,2025,ge3,td60
600460,2026-01-19,3,2026,ge3,td60
600460,2026-05-07,3,2026,ge3,td60
600460,2024-11-13,4,2024,ge4,td60
600460,2025-08-20,5,2025,ge4,td60
600460,2026-01-22,4,2026,ge4,td60
600460,2026-05-14,4,2026,ge4,td60
600354,2024-11-11,3,2024,ge3,td60
600354,2025-04-07,3,2025,ge3,td60
600354,2025-07-10,3,2025,ge3,td60
600354,2025-12-01,3,2025,ge3,td60
600354,2026-03-06,3,2026,ge3,td60
600354,2026-07-16,4,2026,ge3,td60
600354,2024-11-13,5,2024,ge4,td60
600354,2025-04-11,4,2025,ge4,td60
600354,2025-08-04,4,2025,ge4,td60
600354,2026-03-16,4,2026,ge4,td60
600354,2026-07-16,4,2026,ge4,td60
002836,2024-11-11,3,2024,ge3,td60
002836,2025-02-12,4,2025,ge3,td60
002836,2025-05-16,4,2025,ge3,td60
002836,2025-08-15,3,2025,ge3,td60
002836,2025-11-17,4,2025,ge3,td60
002836,2026-08-10,5,2026,ge3,td60
002836,2024-11-13,5,2024,ge4,td60
002836,2025-02-17,4,2025,ge4,td60
002836,2025-05-16,4,2025,ge4,td60
002836,2025-10-21,4,2025,ge4,td60
002836,2026-08-10,5,2026,ge4,td60
688327,2024-11-11,3,2024,ge3,td60
688327,2025-02-14,4,2025,ge3,td60
688327,2025-08-01,4,2025,ge3,td60
688327,2026-01-09,3,2026,ge3,td60
688327,2026-05-22,3,2026,ge3,td60
688327,2025-02-14,4,2025,ge4,td60
688327,2025-08-01,4,2025,ge4,td60
688327,2026-01-13,4,2026,ge4,td60
002552,2024-12-27,3,2024,ge3,td60
002552,2025-07-07,3,2025,ge3,td60
002552,2025-10-17,4,2025,ge3,td60
002552,2026-01-15,3,2026,ge3,td60
002552,2026-04-20,4,2026,ge3,td60
002552,2025-01-03,4,2025,ge4,td60
002552,2025-08-01,5,2025,ge4,td60
002552,2026-01-19,5,2026,ge4,td60
002552,2026-04-22,4,2026,ge4,td60
688319,2024-11-27,3,2024,ge3,td60
688319,2025-03-03,4,2025,ge3,td60
688319,2025-06-04,3,2025,ge3,td60
688319,2025-08-27,4,2025,ge3,td60
688319,2025-12-04,3,2025,ge3,td60
688319,2026-03-10,5,2026,ge3,td60
688319,2026-07-09,3,2026,ge3,td60
688319,2025-03-03,4,2025,ge4,td60
688319,2025-06-05,5,2025,ge4,td60
688319,2025-08-28,4,2025,ge4,td60
688319,2026-01-13,5,2026,ge4,td60
688319,2026-05-08,4,2026,ge4,td60
600428,2024-11-13,4,2024,ge3,td60
600428,2025-03-24,4,2025,ge3,td60
600428,2025-07-08,3,2025,ge3,td60
600428,2025-11-13,3,2025,ge3,td60
600428,2026-02-25,4,2026,ge3,td60
600428,2026-07-03,3,2026,ge3,td60
600428,2024-11-13,4,2024,ge4,td60
600428,2025-03-24,4,2025,ge4,td60
600428,2025-07-25,4,2025,ge4,td60
600428,2026-01-29,4,2026,ge4,td60
600428,2026-07-16,4,2026,ge4,td60
688172,2024-11-14,4,2024,ge3,td60
688172,2025-02-21,4,2025,ge3,td60
688172,2025-08-20,3,2025,ge3,td60
688172,2025-12-19,4,2025,ge3,td60
688172,2026-03-27,3,2026,ge3,td60
688172,2026-06-29,5,2026,ge3,td60
688172,2024-11-14,4,2024,ge4,td60
688172,2025-02-21,4,2025,ge4,td60
688172,2025-09-02,4,2025,ge4,td60
688172,2025-12-19,4,2025,ge4,td60
688172,2026-05-08,4,2026,ge4,td60
002060,2025-07-22,3,2025,ge3,td60
002060,2025-10-23,3,2025,ge3,td60
002060,2026-02-26,3,2026,ge3,td60
002060,2025-07-23,5,2025,ge4,td60
002060,2026-03-13,4,2026,ge4,td60
600390,2025-04-08,3,2025,ge3,td60
600390,2025-07-08,5,2025,ge3,td60
600390,2026-01-14,4,2026,ge3,td60
600390,2025-06-25,5,2025,ge4,td60
600390,2026-01-14,4,2026,ge4,td60
002400,2024-11-11,3,2024,ge3,td60
002400,2025-02-17,3,2025,ge3,td60
002400,2025-05-20,3,2025,ge3,td60
002400,2025-08-13,3,2025,ge3,td60
002400,2025-11-21,3,2025,ge3,td60
002400,2026-05-06,3,2026,ge3,td60
002400,2026-08-05,4,2026,ge3,td60
002400,2024-11-22,4,2024,ge4,td60
002400,2025-07-24,4,2025,ge4,td60
002400,2026-01-15,4,2026,ge4,td60
002400,2026-08-05,4,2026,ge4,td60
300236,2024-11-13,4,2024,ge3,td60
300236,2025-05-08,3,2025,ge3,td60
300236,2025-08-04,3,2025,ge3,td60
300236,2025-12-10,3,2025,ge3,td60
300236,2026-04-21,3,2026,ge3,td60
300236,2024-11-13,4,2024,ge4,td60
300236,2025-07-11,4,2025,ge4,td60
300236,2025-10-13,5,2025,ge4,td60
300236,2026-01-09,4,2026,ge4,td60
300236,2026-04-27,4,2026,ge4,td60
603500,2024-11-13,4,2024,ge3,td60
603500,2025-03-13,3,2025,ge3,td60
603500,2025-06-12,3,2025,ge3,td60
603500,2025-09-04,5,2025,ge3,td60
603500,2026-01-12,4,2026,ge3,td60
603500,2026-06-11,5,2026,ge3,td60
603500,2024-11-13,4,2024,ge4,td60
603500,2025-03-17,4,2025,ge4,td60
603500,2025-08-14,4,2025,ge4,td60
603500,2026-01-12,4,2026,ge4,td60
603500,2026-06-11,5,2026,ge4,td60
002765,2024-11-13,4,2024,ge3,td60
002765,2025-02-17,4,2025,ge3,td60
002765,2025-05-16,3,2025,ge3,td60
002765,2025-10-10,3,2025,ge3,td60
002765,2026-01-12,4,2026,ge3,td60
002765,2024-11-13,4,2024,ge4,td60
002765,2025-02-17,4,2025,ge4,td60
002765,2026-01-12,4,2026,ge4,td60
002880,2024-11-11,3,2024,ge3,td60
002880,2025-04-07,3,2025,ge3,td60
002880,2025-07-07,3,2025,ge3,td60
002880,2025-11-14,3,2025,ge3,td60
002880,2026-02-12,4,2026,ge3,td60
002880,2024-11-13,4,2024,ge4,td60
002880,2025-04-14,5,2025,ge4,td60
002880,2026-02-04,4,2026,ge4,td60
688111,2024-11-13,3,2024,ge3,td60
688111,2025-02-14,4,2025,ge3,td60
688111,2025-07-29,3,2025,ge3,td60
688111,2025-10-29,3,2025,ge3,td60
688111,2026-01-27,3,2026,ge3,td60
688111,2026-05-08,4,2026,ge3,td60
688111,2026-08-04,4,2026,ge3,td60
688111,2024-11-21,4,2024,ge4,td60
688111,2025-02-24,5,2025,ge4,td60
688111,2025-07-30,4,2025,ge4,td60
688111,2025-10-31,4,2025,ge4,td60
688111,2026-05-08,4,2026,ge4,td60
688111,2026-08-04,4,2026,ge4,td60
603906,2024-11-27,3,2024,ge3,td60
603906,2025-02-28,4,2025,ge3,td60
603906,2025-05-29,4,2025,ge3,td60
603906,2025-09-19,3,2025,ge3,td60
603906,2025-12-22,3,2025,ge3,td60
603906,2026-03-31,4,2026,ge3,td60
603906,2026-07-03,3,2026,ge3,td60
603906,2024-11-29,4,2024,ge4,td60
603906,2025-03-04,4,2025,ge4,td60
603906,2025-06-03,4,2025,ge4,td60
603906,2025-10-09,4,2025,ge4,td60
603906,2026-03-31,4,2026,ge4,td60
301086,2024-11-07,3,2024,ge3,td60
301086,2025-02-10,4,2025,ge3,td60
301086,2025-05-12,3,2025,ge3,td60
301086,2025-08-13,4,2025,ge3,td60
301086,2025-12-04,3,2025,ge3,td60
301086,2026-04-13,3,2026,ge3,td60
301086,2024-11-13,4,2024,ge4,td60
301086,2025-08-13,4,2025,ge4,td60
301086,2025-12-17,5,2025,ge4,td60
301086,2026-04-21,4,2026,ge4,td60
603000,2024-11-11,3,2024,ge3,td60
603000,2025-02-17,4,2025,ge3,td60
603000,2025-07-29,3,2025,ge3,td60
603000,2026-01-16,4,2026,ge3,td60
603000,2024-11-14,4,2024,ge4,td60
603000,2025-02-17,4,2025,ge4,td60
603000,2026-01-16,4,2026,ge4,td60
688416,2024-11-13,4,2024,ge3,td60
688416,2025-02-14,5,2025,ge3,td60
688416,2025-08-11,5,2025,ge3,td60
688416,2025-11-11,4,2025,ge3,td60
688416,2026-02-05,4,2026,ge3,td60
688416,2026-05-14,4,2026,ge3,td60
688416,2024-11-13,4,2024,ge4,td60
688416,2025-02-14,5,2025,ge4,td60
688416,2025-08-11,5,2025,ge4,td60
688416,2025-11-11,4,2025,ge4,td60
688416,2026-02-05,4,2026,ge4,td60
688416,2026-05-14,4,2026,ge4,td60
601069,2025-02-11,4,2025,ge3,td60
601069,2025-06-03,4,2025,ge3,td60
601069,2025-09-05,3,2025,ge3,td60
601069,2026-01-15,3,2026,ge3,td60
601069,2026-04-22,3,2026,ge3,td60
601069,2025-02-11,4,2025,ge4,td60
601069,2025-06-03,4,2025,ge4,td60
601069,2025-09-08,4,2025,ge4,td60
601069,2026-01-19,4,2026,ge4,td60
600802,2024-11-05,3,2024,ge3,td60
600802,2025-02-17,3,2025,ge3,td60
600802,2025-07-02,3,2025,ge3,td60
600802,2025-10-10,3,2025,ge3,td60
600802,2024-12-12,4,2024,ge4,td60
600802,2025-03-17,4,2025,ge4,td60
600802,2025-07-08,4,2025,ge4,td60
600802,2025-11-03,4,2025,ge4,td60
300773,2025-02-21,3,2025,ge3,td60
300773,2025-06-05,3,2025,ge3,td60
300773,2025-08-28,3,2025,ge3,td60
300773,2025-12-31,3,2025,ge3,td60
300773,2026-04-20,4,2026,ge3,td60
300773,2026-08-10,3,2026,ge3,td60
300773,2025-04-24,4,2025,ge4,td60
300773,2025-09-01,4,2025,ge4,td60
300773,2026-01-05,4,2026,ge4,td60
300773,2026-04-20,4,2026,ge4,td60
601360,2024-11-08,3,2024,ge3,td60
601360,2025-02-11,4,2025,ge3,td60
601360,2025-07-23,3,2025,ge3,td60
601360,2025-11-06,5,2025,ge3,td60
601360,2026-02-02,3,2026,ge3,td60
601360,2024-11-13,4,2024,ge4,td60
601360,2025-02-14,5,2025,ge4,td60
601360,2025-07-31,4,2025,ge4,td60
601360,2025-11-06,5,2025,ge4,td60
601360,2026-02-03,4,2026,ge4,td60
301589,2025-02-14,3,2025,ge3,td60
301589,2025-07-07,3,2025,ge3,td60
301589,2025-09-29,3,2025,ge3,td60
301589,2026-01-06,3,2026,ge3,td60
301589,2026-05-06,3,2026,ge3,td60
301589,2025-07-22,4,2025,ge4,td60
301589,2026-01-09,4,2026,ge4,td60
600155,2025-02-10,3,2025,ge3,td60
600155,2025-07-15,3,2025,ge3,td60
600155,2026-08-07,3,2026,ge3,td60
600155,2025-02-17,4,2025,ge4,td60
600155,2025-07-17,4,2025,ge4,td60
605588,2024-11-05,3,2024,ge3,td60
605588,2025-02-10,3,2025,ge3,td60
605588,2025-08-11,5,2025,ge3,td60
605588,2026-01-19,4,2026,ge3,td60
605588,2026-04-24,3,2026,ge3,td60
605588,2024-11-13,5,2024,ge4,td60
605588,2025-02-21,4,2025,ge4,td60
605588,2025-08-11,5,2025,ge4,td60
605588,2026-01-19,4,2026,ge4,td60
605588,2026-05-26,4,2026,ge4,td60
603169,2024-11-07,3,2024,ge3,td60
603169,2025-03-25,3,2025,ge3,td60
603169,2025-10-09,4,2025,ge3,td60
603169,2026-01-12,3,2026,ge3,td60
603169,2026-08-10,3,2026,ge3,td60
603169,2024-11-13,4,2024,ge4,td60
603169,2025-03-27,4,2025,ge4,td60
603169,2025-10-09,4,2025,ge4,td60
603169,2026-01-13,4,2026,ge4,td60
603110,2024-11-07,3,2024,ge3,td60
603110,2025-02-14,4,2025,ge3,td60
603110,2025-09-11,4,2025,ge3,td60
603110,2026-03-10,3,2026,ge3,td60
603110,2026-06-24,4,2026,ge3,td60
603110,2024-11-21,4,2024,ge4,td60
603110,2025-02-24,4,2025,ge4,td60
603110,2025-09-11,4,2025,ge4,td60
603110,2026-04-27,4,2026,ge4,td60
000629,2024-11-11,3,2024,ge3,td60
000629,2025-07-21,4,2025,ge3,td60
000629,2025-11-13,5,2025,ge3,td60
000629,2026-02-25,5,2026,ge3,td60
000629,2024-11-14,4,2024,ge4,td60
000629,2025-07-21,4,2025,ge4,td60
000629,2025-11-13,5,2025,ge4,td60
000629,2026-02-25,5,2026,ge4,td60
605188,2024-12-04,3,2024,ge3,td60
605188,2025-03-14,4,2025,ge3,td60
605188,2025-07-18,3,2025,ge3,td60
605188,2025-10-22,4,2025,ge3,td60
605188,2024-12-10,4,2024,ge4,td60
605188,2025-03-14,4,2025,ge4,td60
605188,2025-08-14,4,2025,ge4,td60
605188,2025-11-14,4,2025,ge4,td60
600750,2024-12-24,3,2024,ge3,td60
600750,2025-08-26,3,2025,ge3,td60
600750,2025-12-08,3,2025,ge3,td60
600750,2026-04-15,3,2026,ge3,td60
600750,2026-07-20,3,2026,ge3,td60
600750,2024-12-31,5,2024,ge4,td60
600750,2025-12-12,4,2025,ge4,td60
002743,2024-11-07,3,2024,ge3,td60
002743,2025-04-23,4,2025,ge3,td60
002743,2025-11-05,4,2025,ge3,td60
002743,2024-11-13,4,2024,ge4,td60
002743,2025-04-23,4,2025,ge4,td60
002743,2025-11-05,4,2025,ge4,td60
688207,2024-11-13,5,2024,ge3,td60
688207,2025-02-14,5,2025,ge3,td60
688207,2025-05-21,3,2025,ge3,td60
688207,2025-08-19,3,2025,ge3,td60
688207,2025-11-19,3,2025,ge3,td60
688207,2026-05-14,4,2026,ge3,td60
688207,2024-11-13,5,2024,ge4,td60
688207,2025-02-14,5,2025,ge4,td60
688207,2025-06-03,4,2025,ge4,td60
688207,2025-08-28,4,2025,ge4,td60
688207,2026-01-15,4,2026,ge4,td60
688207,2026-05-14,4,2026,ge4,td60
600272,2024-11-07,3,2024,ge3,td60
600272,2025-02-17,3,2025,ge3,td60
600272,2025-07-17,3,2025,ge3,td60
600272,2025-11-13,3,2025,ge3,td60
600272,2026-08-06,3,2026,ge3,td60
600272,2024-12-19,4,2024,ge4,td60
600272,2025-07-18,5,2025,ge4,td60
600272,2025-11-17,4,2025,ge4,td60
603389,2024-12-11,3,2024,ge3,td60
603389,2025-03-14,4,2025,ge3,td60
603389,2025-07-04,3,2025,ge3,td60
603389,2025-10-24,4,2025,ge3,td60
603389,2026-01-23,3,2026,ge3,td60
603389,2026-04-28,5,2026,ge3,td60
603389,2024-12-17,4,2024,ge4,td60
603389,2025-04-28,4,2025,ge4,td60
603389,2025-08-27,5,2025,ge4,td60
603389,2025-12-31,4,2025,ge4,td60
603389,2026-04-21,4,2026,ge4,td60
000709,2024-11-20,3,2024,ge3,td60
000709,2025-03-20,3,2025,ge3,td60
000709,2025-07-11,4,2025,ge3,td60
000709,2025-07-11,4,2025,ge4,td60
600475,2025-03-27,3,2025,ge3,td60
600475,2025-07-04,3,2025,ge3,td60
600475,2025-11-03,3,2025,ge3,td60
600475,2026-01-28,5,2026,ge3,td60
600475,2026-08-04,3,2026,ge3,td60
600475,2025-05-14,4,2025,ge4,td60
600475,2025-08-13,4,2025,ge4,td60
600475,2025-11-13,4,2025,ge4,td60
600475,2026-03-10,4,2026,ge4,td60
002536,2024-11-07,3,2024,ge3,td60
002536,2025-02-10,4,2025,ge3,td60
002536,2025-05-12,3,2025,ge3,td60
002536,2025-08-12,4,2025,ge3,td60
002536,2025-12-10,3,2025,ge3,td60
002536,2026-03-18,3,2026,ge3,td60
002536,2026-06-24,3,2026,ge3,td60
002536,2024-12-13,4,2024,ge4,td60
002536,2025-03-18,5,2025,ge4,td60
002536,2025-07-21,4,2025,ge4,td60
002536,2025-12-24,4,2025,ge4,td60
002536,2026-04-21,4,2026,ge4,td60
